RN	DOCULECT	REFLEX	CONCEPT	NEPALI	GFN	ETYMON
1404	Kulung	yǝma	be damaged	 nāsinu.	vi-3 [1: yǝs- 2: yǝ-]	
1405	Kulung	yǝmma	crush, bruise	 kucyāunu.	vt-4 [1: yǝp- 2: yǝpp- 3: yǝm-]	204
1406	Kulung	yǝsi	elder sister's or younger sibling's child	 bhānjā.	n.	
1407	Kulung	thelma	go quickly.		vi-1 [1: thel-]	530
1408	Kulung	themma	grow bushy and spread (of plants, shrubs, etc.)	 jhāṃginu.	vi-1 [1: them-]	
1409	Kulung	thǝba	forehead, glans (of penis)	 nidhār, ṭuppo.	n.	897
1410	Kulung	thǝima	bring up.		vi-6 [1: thǝt- 2: thǝtt- 3: thǝi- 4: thǝn- 5: thǝ:-]	565
1411	Kulung	thǝlma	be stirred with a ladle (of stuff that is being boiled).		vi-1 [1: thǝl-]	
1412	Kulung	thǝlma	stir food, that is being boiled, with a ladle	 oḍālnu.	vt-4 [1: thǝl- 2: thǝll- 3: thǝl-]	
1413	Kulung	thǝmma	dance of a shaman.		vi-1 [1: thǝm-]	
1414	Kulung	thǝmma	cause the shaman to dance.		vt-2 [1: thǝps- 2: thǝm-]	
1415	Kulung	thǝrma	snore	 ghurnu.	vi-2 [1: ther- 2: thar-]	
1416	Kulung	thǝrma	be broken open (e.g. floor of a house)	 upkinu.	vi-3 [1: thǝrs- 2: thǝr-]	563
1417	Kulung	thǝrma	break open (e.g. floor of a house)	 upkāunu.	vt-2 [1: thǝrs- 2: thǝr-]	563
1418	Kulung	thǝtti	thumb	 būḍhī auṃlo.	n.	942
1419	Kulung	thilma	be partially burnt or roasted	 pilsinu.	vi-1 [1: thil-]	
1420	Kulung	thi:ma	wake up (from sleep)	 byūṃjhanu.	vi-4 [1: thit- 2: thi:- 3: thin-]	
1421	Kulung	thiriwa	kind of bird.		n.	
1422	Kulung	thɔ remma	stand	 ubhinu.	vi-3 [1: thɔ rep- 2: thɔ rem-]	228
1423	Kulung	thɔma	bring up, build (a wall from stone), weigh	 māthi lyāunu, jhokhnu.	vt-8 [1: thɔi- 2: thɔ- 3: thǝi- 4: thǝ- 5: thui- 6: thu- 7: tha- 8: thɔk-]	892
1424	Kulung	thɔ:kɔ	notched log or bamboo trunk used as ladder	 bharyāŋ.	n.	
1425	Kulung	thɔ:ma	come up	 māthi āunu.	vi-3 [1: thɔN- 2: thɔ:-]	906
1426	Kulung	thɔ:ma	arrange, prepare.		vt-2 [1: thɔks- 2: thɔ:-]	833
1427	Kulung	aima	return, come back	 pharkanu.	vi-6 [1: at- 2: ai- 3: att- 4: an- 5: a:-]	781
1428	Kulung	aima	return, response	 pharkāunu.	vt-5 [1: at- 2: att- 3: ai- 4: an- 5: a:-]	781
1429	Kulung	alma	be lazy		vi-1 [1: al-]	
1430	Kulung	alma	turn upside down, overturn	 palṭāunu.	vt-4 [1: al- 2: all- 3: al-]	
1431	Kulung	am	woven band on the wooden holster of a khukurī, 'Nepalese knife'		n.	
1432	Kulung	amma	1. shoot (e.g. with bow); 2. to break through (of sun) 3. jump over (e.g. rope)	2. jhulkinu. 3. hānnu.	vt-4 [1: ap- 2: app- 3: am-]	17
1433	Kulung	amma	hit someone with something.		vt-2 [1: aps- 2: am-]	17
1434	Kulung	as-a-y	who (erg)	 kas-le.	pron.	296
1435	Kulung	as-a-y hep-a	some people (erg)	 kasai-le.	pron.	
1436	Kulung	as-e	who (abs)	 ko.	pron.	296
1437	Kulung	as-kǝ-y	who	 ko-cāhiṃ.	pron.	
1438	Kulung	as-lɔ-y	with whom	 ko-saŋga.	pron.	
1439	Kulung	as-mi	whose	 kas-ko.	pron.	
1440	Kulung	athui	already, before, just	 aghi.	adv.	
1441	Kulung	babalpa	long	 lāmco.	adj.	
1442	Kulung	baima	bring (on same level).		vt-5 [1: bai- 2: baiy- 3: bai- 4: ban- 5: ba:-]	684
1443	Kulung	baima	change, barter	 sāṭnu.	vt-5 [1: bat- 2: batt- 3: bai- 4: ban- 5: ba:-]	723
1444	Kulung	baima	come (on same level)	 āunu.	vi-4 [1: ban- 2: bai- 3: ban-]	687
1445	Kulung	baipa	long	 lāmo.	adj.	645
1446	Kulung	bakkaN	molar	 baŋgāro.	n.	782
1447	Kulung	lɔNsum	(archaic) shoe, made of khi 'nettle'.		n.	919
1448	Kulung	lɔ:bei	leech	 jukā.	n.	417
1449	Kulung	lɔ:ma	slip	 ciplanu.	vi-3 [1: lɔks- 2: lɔ:-]	811
1450	Kulung	lɔ:ma	overturn, turn upside down	 palṭāunu.	vt-2 [1: lɔks- 2: lɔ:-]	
1451	Kulung	lɔ:ma	lick	 cāṭnu.	vt-3 [1: lɔk- 2: lɔ:- 3: lɔk-]	437
1452	Kulung	lɔ:phema	dorsum pedis.		n.	
1453	Kulung	lɔwa	necklace	 mālā.	n.	
1454	Kulung	lu	large, edible frog	 pāhā.	n.	402
1455	Kulung	luima	swallow	 nilnu.	vt-5 [1: lut- 2: lutt- 3: lui- 4: lun- 5: lu:-]	431
1456	Kulung	luima	copulate, fuck	 ciknu.	vt-5 [1: lui- 2: luiy- 3: lui- 4: lun- 5: lu:-]	405
1457	Kulung	lukcum	(archaic) dress made out of khi 'nettle', said to be worn in ancient times.		n.	
1458	Kulung	luksi	childless person.		n.	
1459	Kulung	lukspa	sack, made of khi 'nettle' and worn by women.	 borā.	n.	
1460	Kulung	luma	liver	 kalejo.	n.	376
1461	Kulung	lumdu	second-born	 māhilā, māhilī.	adj.	
1462	Kulung	lumducha	second-born child	 māhilā, māhilī.	n.	
1463	Kulung	lumma	immerse	 copalnu.	vt-4 [1: lup- 2: lupp- 3: lum-]	707
1464	Kulung	lumma	make a little warm.		vt-3 [1: lups- 2: lum-]	442
1465	Kulung	luN	stone, rock	 ḍhuŋgā.	n.	429
1466	Kulung	luNkuppa	the plant Amaranthus (the seeds and leaves of which are eaten)	 lāṭṭe.	n.	
