RN	DOCULECT	REFLEX	CONCEPT	NEPALI	GFN	ETYMON
1131	Dumi	tsɨmrɨ-ma:si	marrow of spinal column.		n.	
1132	Dumi	tsɨmrɨ-sa:lu	backbone, vertebral column		n.	
1133	Dumi	tsɨpnɨ	drench something by pouring water out over it, pour out over something in one go	 copnu	vt-2a tsɨpt/tsɨp-tsɨph/tsɨp	
1134	Dumi	tsɨ́rɨmbhu	the tree Bauhinia variegata	 koīrālā.	n.	
1135	Dumi	tsɨrnɨ	be sour, taste sour	 amilo hunu	vi-1 tsɨr	
1136	Dumi	tsɨrpa	lemon, citrus fruit	 kāgatī.	n.	
1137	Dumi	tsɨrpɨ	sour	 amilo.	adj.	
1138	Dumi	tsokpɨ	the brownish, ruddy variety of the rhesus monkey Macaca mulata, often seen on cliffs and precipices (dha:mro: )	 bāʔdhar	n.	
1139	Dumi	tsoksi	lip	 oṭh (Eastern Nep. õṭh ).	n.	
1140	Dumi	Tsomdam	four-day ceremony which constitutes the fourth and last festival in the four-year festival cycle of the Na:ghɨ. The Tsomdam is the most elaborate of the Na:ghɨ festivals and includes the name giving ceremony (nɨ wa:tnsinɨ ) during which all young Dumi who have not yet been named are given a name by the head shaman. The Tsomdam may be followed by a two-day Nukhil dhyǝknɨ ceremony		n.	
1141	Dumi	lamtɨ	1) above, upstairs 2) up to, up towards	1) ũbho 2) tira	1) adv. 2) postp.	
1142	Dumi	lamtɨ	uphill	 ukālo.	to:to:  adv.	
1143	Dumi	lamtsɨkö	door	 ḍhokā, dahilo, dailo.	n.	
1144	Dumi	la:so				
1145	Dumi	la:tnɨ	be enough for someone	 pugnu.	vt-2a la:t-la:ts/la:s	
1146	Dumi	la:wo				
1147	Dumi	latnɨ	take out, take off, remove, extract, remove, produce, hatch	 jhiknu, nikālnu	vt-2a lat-lats/las	
1148	Dumi	Leletsi	household deity in the form of a horridly ugly long-haired person which, when displeased, causes fever, delirium and insanity	 Man Jhāʔkrī, Baresakhaṇḍī.	n.	
1149	Dumi	lemma	daydream, imagination		n.	
1150	Dumi	lemnɨ	be sweet, taste sweet		vi-3 li:m-lem	
1151	Dumi	lemnɨ	1) grow, sprout, germinate, come up 2) spring, spring forth (said of a water at a source)	1) pahlāunu	vi-3 li:m-lem	
1152	Dumi	lempɨ	sweet	 guliyo.	adj.	
1153	Dumi	lemtimsɨ	the tree Bassia butyracea (also listed in botanical sources as Aesandra butyracea or Madhuca butyracea)	 ciurī	n.	
1154	Dumi	leNghok	throat		n.	
1155	Dumi	lennɨ	swallow	 nilnu.	vt-2a lend/len-lents/les	
1156	Dumi	lennɨ	move, spill (liquid)	 sārnu.	vt-2a lend/len-lents/les	
1157	Dumi	leNnɨ	smear on (mud or clay)	 lipnu	vt-3 liN-leN	
1158	Dumi	leńsinɨ	change (esp. clothes)	 badalī garnu	vr.erg.	
1159	Dumi	le:	singing		n.	
1160	Dumi	le:m	tongue	 jibhro.	n.	
1161	Dumi	dɨspɨ	1) eldest born (of a sibling); 2) most able, most skilled, most capable, wisest, most authoratative (of peers, deities or hierarchically structured phenomena), (with -yikǝ 'than') more proficient (at something, -bi 'in'), better (at something, -bi 'in'), superior	jeṭho	n.adj.masc.	
1162	Dumi	dɨspɨbɨ	eldest brother		n.	
1163	Dumi	dɨtǝm	white	 seto	adj.	
1164	Dumi	doknɨ	1) get, receive, be allowed to, get the opportunity or chance to 2) -tɨm doknɨ, become aware of, learn, find out, come to know	1) pāunu; 2) thāhā pāunu.	vt-2a dokt/dok-dukh/duk	
1165	Dumi	do:	scalp, hair on head	 kes!	n.	
1166	Dumi	do:khotnɨ	see	 dekhnu.	vt-2a do:khot-du:khuts/du:khus	
1167	Dumi	do:khotnsɨnɨ	see oneself.		vr.erg.	
1168	Dumi	do:sǝm	hair on head	 keś.	n.	
1169	Dumi	dotsem	the higher and smaller of two rectangular platforms suspended on ropes from the ceiling above the fireplace for storing pots and pans and for drying plants and foodstuffs		n.	
1170	Dumi	dotsir	wheat	 gahũ.	n.	
1171	Dumi	duʔme:lam	task, chore, assignment.		n.	
1172	Dumi	duknɨ	stub, knock	 ṭoknu.	vi-1 dukh/duk	
1173	Dumi	duknɨ	bump or knock something against a surface or other object.		vt-2a dukt/duk-dukh/duk	
1174	Dumi	dumbo	husband		n.	
1175	Dumi	Dumi	Dumi		n.	
1176	Dumi	dumo:	much, many		adv.	
1177	Dumi	dunum	the world, the Earth		n.	
1178	Dumi	dunum-sǝnǝsɨm	the World, the Earth	 duniyāʔ-sãsār.	n.	
1179	Dumi	ḍya:ksi	small tub for washing clothes in.		n.	
1180	Dumi	dzagúyɨk	circular hand-driven grinding stone or millstone consisting of two circular slabs lying one atop the other, the upper one equipped with a stick handle and a hole in the centre through which a wooden pivot loosely holds it in place with respect to the slab underneath	 jāʔto	n.	
1181	Dumi	mwo:	what, any	 ke, kehi	pro.	
1182	Dumi	mwo:ʔu	the whistling thrush, Myiophoneus caeruleus, a large crepuscular blackbird of the thrush family with yellow bill	 kalcãũḍo, kalcãũḍe	n.	
1183	Dumi	mwo:ʔu-kɨbi	the Primordial Shaman, a mythological shaman (kɨbi) in the form of a mwo:ʔu (Nep. kalcãũḍo) which consulted the Omniscient Stone, Sampheʔlu, directly.		n.	
1184	Dumi	mwo:ho:	how	 kaso.	adv.	
1185	Dumi	mwo:ho:tnna	in which manner, how, in which way	 kasarī	adv.	
1186	Dumi	mwo:kǝ	why	 kina.	adv.	
1187	Dumi	mwo:kǝʔho:	because	 kinabhane.	conj.	
1188	Dumi	mwo:tnna	why, howcome	 kina	adv.	
1189	Dumi	naksebɨm	the Gurungs, the Gurung nation, the Gurung tribe		n.coll.	
1190	Dumi	naksɨm	Gurung	 Gurun%	n.	
1191	Dumi	naksɨm	sheep	 bhaĩḍā, bhẽḍā, bheḍā.	n.	
1192	Dumi	naksɨmbɨ	Gurung.		adj.	
1193	Dumi	naksö-kɨbi	the purple clad shaman who presides at annually recurring festivals and ceremonial functions		n.	
1194	Dumi	naksö-sele	the white clad shaman who officiates at major healing ceremonies and at funerals of those who have died in an inauspicious manner.		n.	
1195	Dumi	namma				
1196	Dumi	namnɨ	reek, stink, exude a stench		vi-1 namph/nam	
1197	Dumi	nana	1) elder sister 2) elder sister's husband's elder sister 3) elder brother's wife's elder sister 4) husband's elder sister 5) wife's elder sister 6) husband's elder brother's wife 7) wife's elder brother's wife.	1) dīdī	n.	
1198	Dumi	nanda	husband's younger sister		n.	
1199	Dumi	na:ghɨ	rainbow	 indren5ī.	n.	
1200	Dumi	Na:ghɨ	i.e. on the last day of the dark half of the month Kārtik. The Na:ghɨ rituals were first performed by Khopsi-Lɨkpa and Na:ghɨ-le:m in the mythological past		n. [lit. rainbow] a four-year cycle of rituals celebrated annually at the same time as the Hindu festival of Dīpāvalī	
1201	Dumi	ri:bha	rope	 ḍorī.	n.	
1202	Dumi	ri:lɨ	orally transmitted text or legend, myth handed down by word of mouth; custom, tradition	mundhum	n.	
1203	Dumi	ri:mɨtnɨ	cause to laugh, make someone laugh	 hãsāunu.	vt-2a ri: mɨd/mɨt-mɨts/mɨs	
1204	Dumi	ri:msibhu	the tree species Eurya japonica and acuminata	 jhin%gānu.	n.	
1205	Dumi	ri:msinɨ	dodge, duck, look for cover, take shelter, get out of the way (of danger)	 joginu.	vr.non-erg.	
1206	Dumi	ri:nɨ	laugh	 hāʔsnu.	vi-2 re:-ri:y/ri:	
1207	Dumi	ri:nɨ	(with -nɨ 'mind, consciousness') be or become dizzy, experience vertigo, reel	 rĩgaṭā calnu	vi-1 ri:y/ri:	
1208	Dumi	ri:Nɨm-sa:lu	hipbone, hip.		n.	
1209	Dumi	ri:Nnɨ	surround	 ghernu.	vt-1 ri:N	
1210	Dumi	ri:pkhotnnɨ	1) wring someone's neck 2) have someone (= patient) wind something up, make someone spool something	1) baṭāri dinu; 2) bāṭi dinu	vt-5a ri:pkhotnd/ri:pkhotn-ri:pkhotnts/ri:pkhos-ri:pkho-ri:pkhot	
1211	Dumi	ri:pnɨ	1) twine, braid (esp. ri:bha 'rope'	1) ḍorī bāṭnu; 3) baṭārnu	vt-2a ri:pt/ri:p-ri:ph/ri:p	
1212	Dumi	ri:psunɨ	wring something totally out	 baṭāri paṭhāunu.	vt-6a ri:psa-ri:psu/ri:psuy-ri:psɨ-ri:pso	
1213	Dumi	ri:ptunɨ	spool something neatly up; braid up in an organized fashion, wind something neatly onto a spool	 bāṭi rākhnu.	vt-6a ri:pta-ri:ptu/ri:ptuy-ri:ptɨ-ri:pto	
1214	Dumi	ri:sípham	Rhus javanica or semialata of the Anacardiaceae family, a shrub with tiny, sour, spherical berries, used for medicinal purposes	 bhak amilo	n.	
1215	Dumi	ripnɨ	cut down, fell, chop down	 ḍhālnu	vt-2a ript/rip-riph/rip	
1216	Dumi	riram	body		n.	
1217	Dumi	riram-puma	menstruation		n.	
1218	Dumi	rɨm	salt	 nūn.	n.	
1219	Dumi	rɨtram	1) vertebra; 2) a dānā on the necklace of a Dumi shaman or a Hindu yogī		n.	
1220	Dumi	rɨtram-sa:lu	vertebral bone, an individual vertebra.		n.	
1221	Dumi	gɨmphɨ-dzɨm	mat and basket weaving.		n.	
1222	Dumi	gɨnɨ	existential 'to be'		vi-4 go:-gɨ-gu	
1223	Dumi	gɨrɨ	thorn	 kāʔḍā.	n.	
1224	Dumi	gɨrtɨN	thunder, thunderstorm.		n.	
1225	Dumi	gɨsi:	Rubus ellipticus, large thorny bush of the rose family with white flowers and berries which are initially red but ripen into a yellow fruit in the month of Jyes5ṭha (Jeṭh)	 aĩselu.	n.	
1226	Dumi	go	horn	 sin%.	n.	
1227	Dumi	gogo	crow	 kāg.	n.	
1228	Dumi	golpɨ	big, large	 ṭhūlo	adj.	
1229	Dumi	golpɨ tsopmsi	(lit. 'big digit') thumb; big toe		adj. + n.	
1230	Dumi	go:	mind, feeling, heart, thought	 cit	n.	
1231	Dumi	go:nǝm	stinging nettle, esp. as kö	 sisnu	n.	
1232	Dumi	go:rum	bull, steer		n.	
1233	Dumi	gotsu	spider	 mākurā	n.	
1234	Dumi	gu	clothes	 lugā	n.	
1235	Dumi	gu sirnɨ kho:	clothes washing vessel	 lugā dhune bhāʔḍā.	circumloc.	
1236	Dumi	gu-sikiri	clothes, clothing, garments, wardrobe	 lugā-phāṭo.	n.	
1237	Dumi	gutna	joint; knee		n.	
1238	Dumi	gutna-khopnɨ	kneecap, patella.		n.	
1239	Dumi	gya:ksi	soybeans	 bhaṭmās.	n.	
1240	Dumi	Halkhum	name of a village in Lamdi:dza.		n.	
1241	Dumi	hu:knɨ	bark	 bhuknu.	vi-1 hu:kh/hu:k	
1242	Dumi	hu:nɨ	come, appear	 āunu, prakaṭ hunu	vi-2 ho:-hu:y/hu:	
1243	Dumi	hu:pa:nɨ	arrive somewhere		vi-2 ho:-hu:y/hu: + vi-3 pǝts/pǝs-pa [allatively aspectivized hu:nɨ 'to come'] āi pugnu; get somewhere	
1244	Dumi	hupiri	bamboo species Cephalostachyum capitatum	 gope bāʔs, gopī bāʔs, gope mālin%go	n.	
1245	Dumi	Huppa	Tibetan	 bhoṭe.	n.adj.	
1246	Dumi	Huppa Ho:	household deity in the form of an ancient Tibetan aristocrat	 Bhoṭe Deva.	n.	
1247	Dumi	Huppa Ho:mɨ	household deity in the form of an ancient Tibetan aristocratic lady	 Bhoṭe Devī.	n.	
1248	Dumi	im	sleep		n.	
1249	Dumi	imde:́sinɨ	be asleep.		vr.non-erg.	
1250	Dumi	iḿsi	abbreviated form of iḿsinɨ vr. 'to sleep' used as a nomen actionis in expressions of the type O:ʔimsi dir lo: I like to sleep		n.	
1251	Dumi	iḿsinɨ	sleep.		vr.non-erg.	
1252	Dumi	iNki	we (plural inclusive).		pro.	
1253	Dumi	innɨ	sell something (patient) to someone (marked by the locative suffix -bi)	 becnu.	vt-2b ind/in-ints/is	
1254	Dumi	intsi	we (dual inclusive).		pro.	
1255	Dumi	i:bdzɨnɨ	1) fall asleep, lie down to sleep, go to bed; 2) be asleep (of numb limbs)	 nidāunu.	vi-4 i:bdzo:-i:bdzɨ-i:bdzuy/i:bdzu	
1256	Dumi	i:gdǝm	anus (slightly less impolite than bha, q.v.)		n.	
1257	Dumi	i:gdǝmpɨm	buttocks	 cāk.	n.	
1258	Dumi	i:gdǝmsa:lu	coccyx.		n.	
1259	Dumi	i:nɨ				
1260	Dumi	i:npa:nɨ	be going to shit, go off to shit	 hagnu-jānu	vi-2 e:-i: + vi-3 pǝts/pǝs-pa	
1261	Dumi	siNkho	large wooden or stone mortar	 okhalī.	n.	
1262	Dumi	siNnɨ	ask, inquire	 sodhnu.	vt-1 siN	
1263	Dumi	si:mɨtnɨ	cause to bear fruit or to flower	 phalāunu.	vt-2a si: mɨd/mɨt-mɨts/mɨs	
1264	Dumi	si:na	night, nighttime, at night	 rāt, rātrī	adv.	
1265	Dumi	si:na-peʔe	in the middle of the night, halfway through the night, at midnight	 madhyarāt, madhyarātrī	adv.	
1266	Dumi	si:nɨ	bear fruit, bear flower	 phalnu.	vi-1 si:y/si:	
1267	Dumi	sirgam	mild, slightly sour, heavy, white and crumbly cheese, fabricated by Tibetans from the milk of the caũrī gāī (cow-yak hybrid) and sold at the bajār. What the Dumi call sirgam is moist and not dry like churpī.		n.	
1268	Dumi	SiriNpa	Limbu	 Limbū	n.	
1269	Dumi	síri:mbhu	the several tree species of genus Albizzia	 siris.	n.	
1270	Dumi	sirɨsa	bow		n.	
1271	Dumi	sirɨsa-tirɨsa	bows and arrows, hunting gear.		n.coll.	
1272	Dumi	sirnɨ	1) wash 2) (with -ram 'body') bathe	1) dhunu; 2) nuhāunu	vt-1 sir	
1273	Dumi	sirpa	youngest born (offspring or sibling)		n.fem.	
1274	Dumi	sirsɨnɨ	to wash up, e.g. one's face, hands or legs, but not one's whole body	 nuhāunu.	vr.non-erg.	
1275	Dumi	sisambhu	the tree Engelhardtia spicata	 mahuvā.	n.	
1276	Dumi	sisa:mro:				
1277	Dumi	sɨ	wood, stick, log, lumber, timber, firewood; tree	 lakaḍī, dāurā, rukh, kāṭh.	n.	
1278	Dumi	sɨlnɨ	hide, conceal	 lukāunu.	vt-1 sɨl	
1279	Dumi	sɨmar	illness, disease, fever (collocates with lopnɨ vt-3 seize, e.g. AN sɨmarʔa aluphǝm I have been stricken by illness)	 bethā.	n.	
1280	Dumi	sɨmdinna	the day after the day after tomorrow	 nikarsi	adv.	
1281	Dumi	ki:mkopnɨ	roof	 chānā.	n.	
1282	Dumi	ki:m-mu	house mother.		n.	
1283	Dumi	ki:m-to:ma	wife, mater familiās.		n.	
1284	Dumi	ki:nɨ	fight, quarrel	 bājhnu.	vi-1 ki:y/ki:	
1285	Dumi	ki:tnɨ	buy	 kinnu.	vt-2a ki:d/ki:t-ki:ts/ki:s	
1286	Dumi	kira	maternal uncle, younger than mother		n.	
1287	Dumi	kiramu	wife of mother's younger brother		n.	
1288	Dumi	kititsu	very little, very few, a very little bit		adv.	
1289	Dumi	kɨ	1) water 2) source, tap, kuwa	 dhārā, kuvā	n.	
1290	Dumi	kɨbi	shaman	 dhāmī	n.	
1291	Dumi	Kɨbi	outdoor deity which lurks within crevices in precipitous escarpments and along large cliffs	 Raŋkenī, riŋgaṭā calāune devatā.	n.	
1292	Dumi	kɨ́hɨm	cloud, mist, fog; air	 bādal, kuiro.	n.	
1293	Dumi	kɨhɨm-sadzɨm	thunderhead, nimbus cloud, gail winds, black clouds, thunder and torrential rains.		n.	
1294	Dumi	kɨmi:n	thirst		n.	
1295	Dumi	kɨḿsinɨ	1) bend over, bow, bend forward; 2) concentrate, pay attention, be pensive.		vr.non-erg.	
1296	Dumi	kɨri, kɨrim	shade, shadow; silhouette, outline; image picture, photograph.		n.	
1297	Dumi	kɨrim				
1298	Dumi	kɨrnɨ	1) carry; 2) mupu kɨrnɨ (mupu abdomen) be with child, be pregnant	 boknu.	vt-1 kɨr	
1299	Dumi	kɨtna	elbow.		n.	
1300	Dumi	kɨtsɨ	poison	 viṣ, bikh.	n.	
1301	Dumi	lumdɨse	second born son		n.masc.	
1302	Dumi	luNa	(affectionate term of address between men) buddy, chum, pal.		n.	
1303	Dumi	lu:	awareness, mind, soul, spirit	 sāto	n.	
1304	Dumi	lupi	a spherical earthenware jug about 46cm tall used as a receptacle for the fermentation of ɨmma 'millet beer' and a a coffin for infants who are squeezed into it and then buried far off in the jungle	 (māṭo-le baneko ) ghyāmpā.	n.	
1305	Dumi	luta:bo	stone or rock used as a hand-thrown projectile	 ḍhun%gā.	n.	
1306	Dumi	lyǝknɨ	lick	 cāṭnu.	vt-3 likh/lik-lyǝk	
1307	Dumi	ma				
1308	Dumi	madhɨm	female of an animal species.		n.	
1309	Dumi	maĩsi	buffalo		n.	
1310	Dumi	mama	mother.		n.	
1311	Dumi	ma:idzu	1) wife of mother's elder brother; 2) wife of maternal uncle		n.	
1312	Dumi	ma:kum	ginger	 ṭhūlo aduvā	n.	
1313	Dumi	ma:ndɨ	without.		postp.	
1314	Dumi	ma:ndɨ	without		postp.	
1315	Dumi	ma:Ngu	is not	 chaina.	vi.irr. (inconjugable)	
1316	Dumi	ma:si	the lentil plant, lentils; pulse, dal	 masyān%, dāl.	n.	
1317	Dumi	ma:si	bone marrow		n.	
1318	Dumi	ma:tǝy	only	 mātra, mātāi.	adv.	
1319	Dumi	me:	sentence-final assertive particle		part.	
1320	Dumi	me:ʔe	wife		n.	
1321	Dumi	tɨkbo	one		num.	
1322	Dumi	tɨkdɨNǝ	at once, immediately, suddenly	 svāṭṭai, turantai.	adv.	
1323	Dumi	tɨkghe:	together; once; at once; once and for all, for good.		adv.	
1324	Dumi	tɨktɨrɨ	walking stick, staff.		n.	
1325	Dumi	tɨlɨ	forehead	 nidhār	n.	
1326	Dumi	tɨlnɨ	raise, bring up (livestock, children)	 pālnu.	vt-1 tɨl	
1327	Dumi	tɨm	knowledge, awareness		n.	
1328	Dumi	tɨm	eldest, most knowledgeable; head, leader	 jānne, jeṭho, ṭāuko.	n.adj.	
1329	Dumi	tɨmbo	four		num.	
1330	Dumi	tɨmlo	word, affair, matter	 kurā	n.	
1331	Dumi	tɨmsibɨ	eldest brother		n.	
1332	Dumi	tɨnɨ	ponent aspectivizer with intransitive verbs		vi-4 to:-tɨ-tu	
1333	Dumi	tɨNnɨ	drink; smoke		vt-1 tɨN	
1334	Dumi	tɨpnɨ	play (an instrument), ring (a bell), cause to sound	 bajāunu.	vt-2a tɨpt/tɨp-tɨph/tɨp	
1335	Dumi	tɨpnɨ	store, save, stockpile; accrue wealth, property	 kamāunu.	vt-2a tɨpt/tɨp-tɨph/tɨp	
1336	Dumi	tɨptɨ	up here.		adv.	
1337	Dumi	tɨrɨbu	huge round bamboo species Bambusa arundinacea	 ḍhun%gro bāʔs	n.	
1338	Dumi	toʔo	yarn, filling yarn, weft yarn; warp yarn		n.	
1339	Dumi	tohe:m	like this, in this fashion, such		adv. [to &lt; tom 'this' + he:m 'like']	
1340	Dumi	tohu	large basket similar in shape to a lɨ but with a tighter mesh of split reeds and splintered bamboo, fairly rigid and sturdy when new, but an old tohu is flimsy and requires propping up, used as a receptacle for fermenting millet	 thunse, thunce.	n.	
1341	Dumi	thotnɨ	continuous aspectivizer for transitive verbs		vt-2a thot-thiN	
1342	Dumi	thu	above, up		adv.	
1343	Dumi	thukko	way on high, up above	 ũbho	adv.	
1344	Dumi	thukkoptɨ	above, upward, in an upward direction.		adv.	
1345	Dumi	thukko-thukko-na:mto:ttɨ	the Himalayas, the high snowy peaks of the great Himalayan range as seen from the Mahābhārat Lek.		n.poet.	
1346	Dumi	thulɨ	large drum.		n.	
1347	Dumi	thumɨnsina	body-length straw mat	 gundrī.	n.	
1348	Dumi	tida:m	small, little.		adj.	
1349	Dumi	tida:m-pɨm	the small grey wild jungle fowl Gallus soneratii	 piurā	sa:ʔlɨ-phu  n.	
1350	Dumi	tida:m-tida:m	tiny, very small; 2) n., children		[&lt; tida:m 'small'] 1) adj.	
1351	Dumi	timmǝlǝ	now, presently	 yati belā.	adv.	
1352	Dumi	timnɨ	press (for juice or te:lɨm oil)	 tel athavā ras nikālnu-lāī pelnu.	vt-1 tim	
1353	Dumi	ti:	1) egg 2) balls, testicles	1) ḍimma, phul, an5ḍā	n.	
1354	Dumi	Ti:dam	three-day ceremony which constitutes the first festival in the four-year festival cycle of the Na:ghɨ		n.	
1355	Dumi	ti:p	fish weir, huge triangular garth made of bamboo and placed lengthwise into a river like a scoop which funnels all the fish travelling downstream toward the apex which protrudes above the water.		n.	
1356	Dumi	tirɨsa				
1357	Dumi	titsu	little, few, a little bit		adv.	
1358	Dumi	tɨbɨri	forehead	 ṭāuko-ko nidhār.	n.	
1359	Dumi	tɨk	one, a.		num.	
1360	Dumi	-tɨ, -ptɨ	1) locative suffix indicating a position higher in altitude than the point of reference or position of the speaker; 2) tɨ on high, above.		1) postp. 2) adv.	
1361	Dumi	sa:ʔlɨ	jungle.		n.	
1362	Dumi	sa:ʔlɨm	lord of the jungle, Panthera tigris, the tiger		n.	
1363	Dumi	sa:ʔlɨ-mi:n	the Yeti, the abominable snowman		n.	
1364	Dumi	sa:go:	1) body; 2) mind.		n.	
1365	Dumi	sa:go:yu	corporeal frame.		n.	
1366	Dumi	sa:khil	viscera, guts, intestines	 āndhrā.	n.	
1367	Dumi	sa:khilkhɨ:	soil (with implicit reference to the soil as the substrate from which womankind arose via Na:ghɨle:m.		n.poet.	
1368	Dumi	sa:khiltɨm	navel	 nāiṭo.	n.	
1369	Dumi	Sa:khɨdimma	the earth in its female aspect		n.	
1370	Dumi	Sa:khɨdippa	the earth in its male aspect		n.	
1371	Dumi	Sa:khɨdippa-tsiʔi	The Primordial Earth, the God of Terran Creation.		n.	
1372	Dumi	sa:lnɨ	arrange, order, protect, maintain, supervise, preserve	 melo nikālnu, sãbhālnu, samālnu.	vt-1 sa:l	
1373	Dumi	sa:lu	bone	 haḍḍī, hāḍ.	n.	
1374	Dumi	sa:me	clan	 pāchā	n.	
1375	Dumi	sa:nɨ	intelligence		n.	
1376	Dumi	sa:Nnɨ	prosper, be prosperous.		vi-1 sa:N	
1377	Dumi	sa:Nnɨ	suffer from insomnia; sleep poorly; have a poor night's sleep		vi-1 sa:N	
1378	Dumi	Sa:pdɨm	lesser outdoor deity said to dwell in the jungle, be of superhuman stature with extraordinarily long arms, hirsute limbs and forehead, a face described by some as human and by others as having avian qualities	 ban rājā	n.myth.	
1379	Dumi	sa:pdɨm-bukum	jungles and forest, deep jungle; the plant kingdom		n.	
1380	Dumi	Sa:pdɨmmi	the highly irritable consort of Sa:pdɨm	 ban rānī.	n.myth.	
1381	Dumi	wakɨ	third born (offspring or sibling)		n.adj.masc.	
1382	Dumi	wakɨse	third born son		n.masc.	
1383	Dumi	wakswasi	maize, corn	 makai	n.	
1384	Dumi	walem	river basin, watercourse		n.	
1385	Dumi	wa:l	rectum (Note: rectal prolapse or prolapsus recti is a condition attributed to the wrath the goddess Sɨmnim )		n.	
1386	Dumi	wa:lbhu	the tree Michelia champaca	 cāʔp-ko rukh	n.	
1387	Dumi	wa:lǝ	lie		n.	
1388	Dumi	wa:lǝkǝ	by way of make-believe, pretending, as a pretence or ruse.		adv.	
1389	Dumi	wa:lɨkha	home, homeland.		n.	
1390	Dumi	wa:mlinɨ				
1391	Dumi	wa:mlinɨ-ba:mlinɨ	walk about like a lunatic		vi-3 wa:mliN-wa:mli + ba:mliN-ba:mli	
1392	Dumi	wa:mnɨ	(with unexpressed third singular agent) go crazy, go insane, be driven insane, lose one's mind	 baulāunu	imp.vt-1 wa:m	
1393	Dumi	wa:mnɨ	lose one's wits, be bewildered, go (temporarily) berserk (e.g. due to intoxication or anger)	 baulāunu	vi-1 wa:m	
1394	Dumi	wa:mnɨ-ba:mnɨ	1) be stark raving mad, be absolutely bonkers		vi-1 wa:m + ba:m	
1395	Dumi	wa:msǝ-ba:msǝ	1) stark raving mad, driven insane; 2) victimized by an elaborate deception, grossly misled.		adj.	
1396	Dumi	wa:ptima	Pinus roxburghii	 sallā-ko rukh.	n.	
1397	Dumi	wa:rɨ	correct behaviour		n.	
1398	Dumi	wa:rtibhu	the Nepali alder tree Alnus nepalensis	 uttīs.	n.	
1399	Dumi	wa:se	fern	 uniu.	n.	
1400	Dumi	wa:te:lbhu	the cotton tree Bombax ceiba or malabaricum	 simbal, simal	n.	
1401	Dumi	tsonnɨ	hop foward	 uphrinu.	vi-5 tsǝnts/tsǝs-tso:-tsǝn-tson	
1402	Dumi	tso:	top, summit, peak	 ṭuppo	n.	
1403	Dumi	tsophu	barley	 jau.	n.	
1404	Dumi	tsophupu	a type of cultivated grain indigenous to the Himalayas	 uvā.	n.	
1405	Dumi	tsopmsi	fingers, digits, talons		n.	
1406	Dumi	tsoptɨ	on high.		adv.	
1407	Dumi	Tsosmi:	a prominent Dumi clan		n.	
1408	Dumi	tsotnɨ	1) move up 2) deride; get someone riled up, tease, mock (animate patient, e.g. dog, man, friend)	1) aghi sārnu; 2) gījāunu, calāunu, jiskyāunu.	vt-2a tsot-tsuts/tsus	
1409	Dumi	tsoy	on top of, on, onto, above		postp.	
1410	Dumi	tsö	on, (with -bi loc. sf.: -tsöbi ) on top of		postp.	
1411	Dumi	tsuʔtsuʔ	children (collectively).		n.	
1412	Dumi	tsuʔu	1) child, offspring, son, daughter; 2) -tsuʔu diminutive suffix.		n.	
1413	Dumi	tsuʔwo	middle, centre		n.	
1414	Dumi	tsuba	heart	 muṭu, hrödaya	n.	
1415	Dumi	tsuknɨ	point out.		vt-2a tsukt/tsuk-tsukh/tsuk	
1416	Dumi	tsultsul	on one's haunches (collocates with Na:nsinɨ 'sit down'	 ṭukrukk.	adv.	
1417	Dumi	tsume	needle	 siyo, suī	n.	
1418	Dumi	tsumlinɨ	walk about dancing; prance about dancing, do dance steps	 nāci hĩḍnu	vi-3 tsumliN-tsǝmli	
1419	Dumi	tsupla	middle, centre	 mājh	n.	
1420	Dumi	Tsupla	Mājh Kirāʔt.		Roʔdɨ  n.	
1421	Dumi	bi:nnɨ	fill	 bharāunu.	vt-2b bi:nd/bi:n-bi:nts/bi:s	
1422	Dumi	bi:sunɨ	(patient agreement with recipient, not object given) give away, give	 dii paṭhāunu.	vt-6b bi:y/bi:-be: + vt-6a sa-suy/su-sɨ-so	
1423	Dumi	bi:tsi	dagger, knife	 karda	n.	
1424	Dumi	bi:tsi-ba:tsi	hunting equipment, hunting gear.		n.	
1425	Dumi	bi:tunɨ	(patient agreement with recipient, not object given) hand over, proffer	 dii rākhnu.	vt-6b bi:y/bi:-be: + vt-6a ta-tuy/tu-tɨ-to	
1426	Dumi	birma	cat.		n.	
1427	Dumi	birma, birme	younger sister		n.	
1428	Dumi	birmelu	(also called danilu ) one of the three stones comprising the sɨptɨlu (q.v.), the stone situated nearest to the wall	 chorī-celi ḍhun%gā	n.	
1429	Dumi	bislɨm	lightning		n.	
1430	Dumi	bɨkɨmbhu	the tree Melia azedarach	 bakaino.	n.	
1431	Dumi	bɨkna	morning	 bihān	n.adv.	
1432	Dumi	bɨknɨ	bear young (of non-humans)		vi-1 bɨkh/bɨk	
1433	Dumi	bɨlɨ	rupee, money	 rupaiyāʔ, paisā	n.	
1434	Dumi	bɨlɨdam	a sacrifice of money made during a pūjā or a small pūjā consisting of a sacrifice of money		n.	
1435	Dumi	bɨlɨ-so:sel	paper money, paper currency, bank notes		n.	
1436	Dumi	bɨlnɨ	run.		vi-1 bɨl	
1437	Dumi	bɨpm	1) short; 2) near, nearby		adj.	
1438	Dumi	bɨpnɨ	be short, become short		vi-1 bɨph/bɨp	
1439	Dumi	bɨ́rös, bɨ́rösi	chilli pepper, spicy condiment	 acār.	n.	
