GLOSS	AMBIGUITY	COVERAGE	SOURCES
flour		3	GEM-CNL,TBL,ZMYYC
flower	n,nveg	3	GEM-CNL,TBL,ZMYYC
fly	Nanim,n,v	3	GEM-CNL,TBL,ZMYYC
foot		3	GEM-CNL,TBL,ZMYYC
forehead		3	GEM-CNL,TBL,ZMYYC
forget		3	GEM-CNL,TBL,ZMYYC
forty		3	GEM-CNL,TBL,ZMYYC
four		3	GEM-CNL,TBL,ZMYYC
fourteen		3	GEM-CNL,TBL,ZMYYC
friend		3	GEM-CNL,TBL,ZMYYC
frog		3	GEM-CNL,TBL,ZMYYC
fruit		3	GEM-CNL,TBL,ZMYYC
full		3	GEM-CNL,TBL,ZMYYC
garlic		3	GEM-CNL,TBL,ZMYYC
ginger		3	GEM-CNL,TBL,ZMYYC
goat		3	GEM-CNL,TBL,ZMYYC
gold		3	GEM-CNL,TBL,ZMYYC
good		3	GEM-CNL,TBL,ZMYYC
grandfather		3	GEM-CNL,TBL,ZMYYC
grandmother		3	GEM-CNL,TBL,ZMYYC
grass		3	GEM-CNL,TBL,ZMYYC
green		3	GEM-CNL,TBL,ZMYYC
grow		3	GEM-CNL,TBL,ZMYYC
half		3	GEM-CNL,TBL,ZMYYC
hand		3	GEM-CNL,TBL,ZMYYC
hard		3	GEM-CNL,TBL,ZMYYC
hate		3	GEM-CNL,TBL,ZMYYC
head		3	GEM-CNL,TBL,ZMYYC
heart		3	GEM-CNL,TBL,ZMYYC
heavy		3	GEM-CNL,TBL,ZMYYC
help		3	GEM-CNL,TBL,ZMYYC
hen		3	GEM-CNL,TBL,ZMYYC
here		3	GEM-CNL,TBL,ZMYYC
hoe		3	GEM-CNL,TBL,ZMYYC
hoof		3	GEM-CNL,TBL,ZMYYC
horn		3	GEM-CNL,TBL,ZMYYC
horse		3	GEM-CNL,TBL,ZMYYC
hot		3	GEM-CNL,TBL,ZMYYC
house		3	GEM-CNL,TBL,ZMYYC
hundred		3	GEM-CNL,TBL,ZMYYC
hunt		3	GEM-CNL,TBL,ZMYYC
husband		3	GEM-CNL,TBL,ZMYYC
iron		3	GEM-CNL,TBL,ZMYYC
jump		3	GEM-CNL,TBL,ZMYYC
key		3	GEM-CNL,TBL,ZMYYC
kick		3	GEM-CNL,TBL,ZMYYC
kidney		3	GEM-CNL,TBL,ZMYYC
kill		3	GEM-CNL,TBL,ZMYYC
knife		3	GEM-CNL,TBL,ZMYYC
know		3	GEM-CNL,TBL,ZMYYC
ladder		3	GEM-CNL,TBL,ZMYYC
lake		3	GEM-CNL,TBL,ZMYYC
late		3	GEM-CNL,TBL,ZMYYC
lazy		3	GEM-CNL,TBL,ZMYYC
leaf	n,nveg	3	GEM-CNL,TBL,ZMYYC
learn		3	GEM-CNL,TBL,ZMYYC
leech		3	GEM-CNL,TBL,ZMYYC
letter		3	GEM-CNL,TBL,ZMYYC
lip		3	GEM-CNL,TBL,ZMYYC
listen		3	GEM-CNL,TBL,ZMYYC
liver		3	GEM-CNL,TBL,ZMYYC
long		3	GEM-CNL,TBL,ZMYYC
loom		3	GEM-CNL,TBL,ZMYYC
louse		3	GEM-CNL,TBL,ZMYYC
mat		3	GEM-CNL,TBL,ZMYYC
middle		3	GEM-CNL,TBL,ZMYYC
milk	n,v	3	GEM-CNL,TBL,ZMYYC
money		3	GEM-CNL,TBL,ZMYYC
moon		3	GEM-CNL,TBL,ZMYYC
morning		3	GEM-CNL,TBL,ZMYYC
mosquito		3	GEM-CNL,TBL,ZMYYC
mother		3	GEM-CNL,TBL,ZMYYC
mouth		3	GEM-CNL,TBL,ZMYYC
mud		3	GEM-CNL,TBL,ZMYYC
name	n,vt	3	GEM-CNL,TBL,ZMYYC
narrow		3	GEM-CNL,TBL,ZMYYC
near		3	GEM-CNL,TBL,ZMYYC
neck		3	GEM-CNL,TBL,ZMYYC
needle		3	GEM-CNL,TBL,ZMYYC
new		3	GEM-CNL,TBL,ZMYYC
noon		3	GEM-CNL,TBL,ZMYYC
north		3	GEM-CNL,TBL,ZMYYC
nose		3	GEM-CNL,TBL,ZMYYC
old man		3	GEM-CNL,TBL,ZMYYC
otter		3	GEM-CNL,TBL,ZMYYC
outside		3	GEM-CNL,TBL,ZMYYC
pillow		3	GEM-CNL,TBL,ZMYYC
poor		3	GEM-CNL,TBL,ZMYYC
pumpkin		3	GEM-CNL,TBL,ZMYYC
rain	n,v	3	GEM-CNL,TBL,ZMYYC
rainbow		3	GEM-CNL,TBL,ZMYYC
rake	n,v	3	GEM-CNL,TBL,ZMYYC
read		3	GEM-CNL,TBL,ZMYYC
red		3	GEM-CNL,TBL,ZMYYC
rice (cooked)		3	GEM-CNL,TBL,ZMYYC
rich		3	GEM-CNL,TBL,ZMYYC
river		3	GEM-CNL,TBL,ZMYYC
root	n,nveg	3	GEM-CNL,TBL,ZMYYC
run		3	GEM-CNL,TBL,ZMYYC
rust	n,v	3	GEM-CNL,TBL,ZMYYC
salt		3	GEM-CNL,TBL,ZMYYC
sand		3	GEM-CNL,TBL,ZMYYC
saw	n,v	3	GEM-CNL,TBL,ZMYYC
scissors		3	GEM-CNL,TBL,ZMYYC
sea		3	GEM-CNL,TBL,ZMYYC
see	n,v	3	GEM-CNL,TBL,ZMYYC
seed		3	GEM-CNL,TBL,ZMYYC
sell		3	GEM-CNL,TBL,ZMYYC
seven		3	GEM-CNL,TBL,ZMYYC
seventeen		3	GEM-CNL,TBL,ZMYYC
seventy		3	GEM-CNL,TBL,ZMYYC
shadow		3	GEM-CNL,TBL,ZMYYC
shallow		3	GEM-CNL,TBL,ZMYYC
sharp		3	GEM-CNL,TBL,ZMYYC
sheep		3	GEM-CNL,TBL,ZMYYC
shoe		3	GEM-CNL,TBL,ZMYYC
short		3	GEM-CNL,TBL,ZMYYC
shoulder	n,v	3	GEM-CNL,TBL,ZMYYC
sickle		3	GEM-CNL,TBL,ZMYYC
silver		3	GEM-CNL,TBL,ZMYYC
sing		3	GEM-CNL,TBL,ZMYYC
skin		3	GEM-CNL,TBL,ZMYYC
skirt		3	GEM-CNL,TBL,ZMYYC
sky		3	GEM-CNL,TBL,ZMYYC
sleep		3	GEM-CNL,TBL,ZMYYC
slow		3	GEM-CNL,TBL,ZMYYC
small		3	GEM-CNL,TBL,ZMYYC
smell		3	GEM-CNL,TBL,ZMYYC
smoke		3	GEM-CNL,TBL,ZMYYC
snake		3	GEM-CNL,TBL,ZMYYC
snow		3	GEM-CNL,TBL,ZMYYC
soft		3	GEM-CNL,TBL,ZMYYC
son		3	GEM-CNL,TBL,ZMYYC
song		3	GEM-CNL,TBL,ZMYYC
sour		3	GEM-CNL,TBL,ZMYYC
south		3	GEM-CNL,TBL,ZMYYC
sparrow		3	GEM-CNL,TBL,ZMYYC
spider		3	GEM-CNL,TBL,ZMYYC
spit		3	GEM-CNL,TBL,ZMYYC
stand		3	GEM-CNL,TBL,ZMYYC
star		3	GEM-CNL,TBL,ZMYYC
steal		3	GEM-CNL,TBL,ZMYYC
straight		3	GEM-CNL,TBL,ZMYYC
sugar		3	GEM-CNL,TBL,ZMYYC
summer		3	GEM-CNL,TBL,ZMYYC
sun		3	GEM-CNL,TBL,ZMYYC
swallow	n,v,vi,vt	3	GEM-CNL,TBL,ZMYYC
sweat		3	GEM-CNL,TBL,ZMYYC
sweep		3	GEM-CNL,TBL,ZMYYC
sweet		3	GEM-CNL,TBL,ZMYYC
table		3	GEM-CNL,TBL,ZMYYC
tail		3	GEM-CNL,TBL,ZMYYC
teach		3	GEM-CNL,TBL,ZMYYC
that	adj,dem	3	GEM-CNL,TBL,ZMYYC
there		3	GEM-CNL,TBL,ZMYYC
they		3	GEM-CNL,TBL,ZMYYC
they two		3	GEM-CNL,TBL,ZMYYC
thick		3	GEM-CNL,TBL,ZMYYC
thigh		3	GEM-CNL,TBL,ZMYYC
thin		3	GEM-CNL,TBL,ZMYYC
thing		3	GEM-CNL,TBL,ZMYYC
think		3	GEM-CNL,TBL,ZMYYC
this	adj,dem	3	GEM-CNL,TBL,ZMYYC
thread		3	GEM-CNL,TBL,ZMYYC
throat		3	GEM-CNL,TBL,ZMYYC
thunder	n,v	3	GEM-CNL,TBL,ZMYYC
tiger		3	GEM-CNL,TBL,ZMYYC
time		3	GEM-CNL,TBL,ZMYYC
today		3	GEM-CNL,TBL,ZMYYC
tomorrow		3	GEM-CNL,TBL,ZMYYC
tongue		3	GEM-CNL,TBL,ZMYYC
tooth		3	GEM-CNL,TBL,ZMYYC
tree		3	GEM-CNL,TBL,ZMYYC
true		3	GEM-CNL,TBL,ZMYYC
two		3	GEM-CNL,TBL,ZMYYC
ugly		3	GEM-CNL,TBL,ZMYYC
understand		3	GEM-CNL,TBL,ZMYYC
urine		3	GEM-CNL,TBL,ZMYYC
use		3	GEM-CNL,TBL,ZMYYC
vegetable		3	GEM-CNL,TBL,ZMYYC
village		3	GEM-CNL,TBL,ZMYYC
waist		3	GEM-CNL,TBL,ZMYYC
wait		3	GEM-CNL,TBL,ZMYYC
walk		3	GEM-CNL,TBL,ZMYYC
wall		3	GEM-CNL,TBL,ZMYYC
wash (clothes)		3	GEM-CNL,TBL,ZMYYC
water	n,v	3	GEM-CNL,TBL,ZMYYC
well		3	GEM-CNL,TBL,ZMYYC
west		3	GEM-CNL,TBL,ZMYYC
wet		3	GEM-CNL,TBL,ZMYYC
white		3	GEM-CNL,TBL,ZMYYC
wife		3	GEM-CNL,TBL,ZMYYC
wind		3	GEM-CNL,TBL,ZMYYC
window		3	GEM-CNL,TBL,ZMYYC
wing		3	GEM-CNL,TBL,ZMYYC
winter		3	GEM-CNL,TBL,ZMYYC
wolf		3	GEM-CNL,TBL,ZMYYC
woman		3	GEM-CNL,TBL,ZMYYC
wrap		3	GEM-CNL,TBL,ZMYYC
write		3	GEM-CNL,TBL,ZMYYC
year		3	GEM-CNL,TBL,ZMYYC
yellow		3	GEM-CNL,TBL,ZMYYC
yesterday		3	GEM-CNL,TBL,ZMYYC
yoke		3	GEM-CNL,TBL,ZMYYC
you two		3	GEM-CNL,TBL,ZMYYC
young		3	GEM-CNL,TBL,ZMYYC
