ID	rn	reflex	GLOSS	gfn	srcabbr	lgid	language	srcid
5037	483750	po.chyoŋʔ-	repeat words (to make oneself heard, understood)	vt.	RC-DOC	1977	Chepang	
5038	483751	po.jeʔ	widow (abusive)	n.	RC-DOC	1977	Chepang	
5039	483752	po.tyo.tyo	loose bowel motions	adjn.	RC-DOC	1977	Chepang	
5040	483753	po.ro.li	plant (sp.), vine with bitter fruit - juice used as snakebite medicine, fibre for pot scrub	n.	RC-DOC	1977	Chepang	
5041	483754	po.(la).laŋ	bread (sp.), made of amaranth flour	n.	RC-DOC	1977	Chepang	
5042	483755	po.li.lya	be in flock	onom.	RC-DOC	1977	Chepang	
5043	483756	poʔ-	sow thickly, increase density of sowing; recover weight (after illness)	vi.	RC-DOC	1977	Chepang	
5044	483757	poʔ.coʔ-	kinked, sharply bent (stalk, etc.), have greenstick fracture	vat.	RC-DOC	1977	Chepang	
5045	483758	poʔ.cyəyʔ-	kinked, sharply bent (stalk, etc.), have greenstick fracture	vat.	RC-DOC	1977	Chepang	
5046	483759	pok-	enter	vi.	RC-DOC	1977	Chepang	
5047	483760	hluŋ.tuk pok-	muse, daydream	vi.	RC-DOC	1977	Chepang	
5048	483761	pok.cyu.ruŋʔ	nape of neck, hollow where this meets the skull	n.	RC-DOC	1977	Chepang	
5049	483762	pok.yomʔ	ripen evenly	onom.	RC-DOC	1977	Chepang	
5050	483763	poŋ	insect (sp.), grub (esp. of wood borer), poisonous	n.	RC-DOC	1977	Chepang	
5051	483764	da.re.poŋ	insect (sp.), grub (of wood borer), with wide jaws	n.	RC-DOC	1977	Chepang	
5052	483765	pyak.sat.poŋ	insect (sp.), said to cause the death of pigs	n.	RC-DOC	1977	Chepang	
5053	483766	siŋʔ.jeʔ.poŋ	insect (sp.), grub (of wood borer)	n.	RC-DOC	1977	Chepang	
5054	483767	poŋ.koʔ ʔa.ma	adult woodborer (Rhinocerous beetle?)	n.	RC-DOC	1977	Chepang	
5055	483768	poŋ.go.loŋ.(ghaŋ)	gap, hole in tree	n.	RC-DOC	1977	Chepang	
5056	483769	poŋ.gho.rik	hollow in rock	n.	RC-DOC	1977	Chepang	
5057	483770	poŋh-	cracked (esp. on surface - as skin)	va.	RC-DOC	1977	Chepang	
5058	483771	cən poŋh-	have cracks under toes	va.	RC-DOC	1977	Chepang	
5059	483772	mə.kay poŋh-	break in two (corn)	vt.	RC-DOC	1977	Chepang	
5060	483773	pot-	erect pole or post, put in hole	vt.	RC-DOC	1977	Chepang	
5061	483774	pot.ʔa.re	bundled leaves, esp. bunched leaves of cuh trap, in which gumsticks are put; object wrapped in leaves	n.	RC-DOC	1977	Chepang	
5062	483775	pot.tolʔ-	bundle, wrap in bundle	vt.	RC-DOC	1977	Chepang	
5063	483776	pon.ta.ra	corn husk	n.	RC-DOC	1977	Chepang	
5064	483777	pon.yo	weak	onom.	RC-DOC	1977	Chepang	
5065	483778	ponh-	pierce (arrow, etc.), penetrate, cut into, transfix (with arrow)	vit.	RC-DOC	1977	Chepang	
5066	483779	ponh.te.laŋ	squirrel (B)	n.	RC-DOC	1977	Chepang	
5067	483780	ponh.to.loŋ	bird (sp.), Pygmy Owl	n.	RC-DOC	1977	Chepang	
5068	483781	pop	lungs	n.	RC-DOC	1977	Chepang	
5069	483782	pom	vessel (sp.), large earthen waterpot, (about 30 litre), narrow-necked	n.	RC-DOC	1977	Chepang	
5070	483783	pom.goyʔ	plant (sp.), cultivated yam	n.	RC-DOC	1977	Chepang	
5071	483784	pom.pəyʔ.(ro)	flower cluster (of Chyuri tree)	n.	RC-DOC	1977	Chepang	
5072	483785	pom.bə.lyəy-	pile up, heap up, store in one place (corn, rice)	vt.	RC-DOC	1977	Chepang	
5073	483786	pomʔ-	trap under, hide under (hand, basket, etc.), cover (cloud, etc.)	vt.	RC-DOC	1977	Chepang	
5074	483787	pomʔ.mus	low covering cloud?	n.	RC-DOC	1977	Chepang	
5075	483788	-pomh	pile, bundle	nb.	RC-DOC	1977	Chepang	
5076	483789	pomh-	make bundle, pile up, store	vt.	RC-DOC	1977	Chepang	
5077	483790	poyʔ-	sag, bend sharply under own weight	va.	RC-DOC	1977	Chepang	
5078	483791	poyh	roof section, small one at the end of a house	n.	RC-DOC	1977	Chepang	
5079	483792	por	bottom (of pot, netbag, field, etc.), buttocks	n.	RC-DOC	1977	Chepang	
5080	483793	por.taŋ	backwards	adv.	RC-DOC	1977	Chepang	
5081	483794	por.kre.pet	earwig	n.	RC-DOC	1977	Chepang	
5082	483795	por.ghak	crutch, groin	n.	RC-DOC	1977	Chepang	
5083	483796	por.ghaŋ	anus	n.	RC-DOC	1977	Chepang	
5084	483797	por.cyot	homosexual (male)	n.	RC-DOC	1977	Chepang	
5085	483798	por.je.ʔ.kay-	in single file, one after the other	vi.	RC-DOC	1977	Chepang	
5086	483799	por.jyayʔ-	nearly empty, remain (small portion in vessel)	va.	RC-DOC	1977	Chepang	
5087	483800	por.tuku.luŋ	base of tail (bird)	n.	RC-DOC	1977	Chepang	
5088	483801	por.tuku.luŋ	nearly empty	onom.	RC-DOC	1977	Chepang	
5089	483802	por.tolʔ koŋ.rok	ant (sp.), small black	n.	RC-DOC	1977	Chepang	
5090	483803	por.thyo.re	anus	n.	RC-DOC	1977	Chepang	
5091	483804	por.dyop koŋ.rok	ant (sp.), small black	n.	RC-DOC	1977	Chepang	
5092	483805	por.hrus	hip bones	n.	RC-DOC	1977	Chepang	
5093	483806	porʔ-	crumple, bend sharply of itself, under own weight	vi.	RC-DOC	1977	Chepang	
5094	483807	kəyk porʔ-	bow, hang head	vi.	RC-DOC	1977	Chepang	
5095	483808	poloʔ-	wind around (body)	vt.	RC-DOC	1977	Chepang	
5096	483809	pos	wing and breast (bird), upper arm and shoulder	n.	RC-DOC	1977	Chepang	
5097	483810	pos-	cause to enter, take inside (<N pəsau-)	vt.	RC-DOC	1977	Chepang	
5098	483811	pos.mayʔ	breast meat (of bird)	n.	RC-DOC	1977	Chepang	
5099	483812	poh-	attracted by calling and attack (person - evil spirit)	vt.	RC-DOC	1977	Chepang	
5100	483813	poh.rayʔ.lan	evil spirit (sp.)	n.	RC-DOC	1977	Chepang	
5101	483814	pya.chya	clear (sun, moon)	onom.	RC-DOC	1977	Chepang	
5102	483815	pya.chyaŋ	come quickly?	onom.	RC-DOC	1977	Chepang	
5103	483816	pya.naŋʔ pyə.nəŋʔ	swollen with goitre, hanging (goitre)	onom.	RC-DOC	1977	Chepang	
5104	483817	pya.la.la	trotting along (of large animal)	onom.	RC-DOC	1977	Chepang	
5105	483818	pya.la pya.lə	sleeping, lying down?	onom.	RC-DOC	1977	Chepang	
5106	483819	pyak	pig	n.	RC-DOC	1977	Chepang	
5107	483820	pyak.ʔap.to	planet Venus	n.	RC-DOC	1977	Chepang	
5108	483821	pyak.chəwʔ.ro	plant (sp.), with pink flowers - used as lip ointment, Primula rotundiflora?	n.	RC-DOC	1977	Chepang	
5109	483822	pyak.juy	insect (sp.), beetle, small black	n.	RC-DOC	1977	Chepang	
5110	483823	pyak.sat.poŋ	insect (sp.), said to cause the death of a pig if it climbs on it	n.	RC-DOC	1977	Chepang	
5111	483824	pyak.waʔ	bird (sp.), Gorgetted Flycatcher?	n.	RC-DOC	1977	Chepang	
5112	483825	pyat	leech (ground-living)	n.	RC-DOC	1977	Chepang	
5113	483826	pyan.ta.na	lying in sleeping position (large person)	onom.	RC-DOC	1977	Chepang	
5114	483827	pyanh-	tie, bind (B)	vt.	RC-DOC	1977	Chepang	
5115	483828	pyar	container (sp.), bag of woven bamboo, used in oil-press	n.	RC-DOC	1977	Chepang	
5116	483829	pyalʔ-	clear space (around house)	vt.	RC-DOC	1977	Chepang	
5117	483830	pyu.lu.lu	trotting along (of small animal)	onom.	RC-DOC	1977	Chepang	
5118	483831	pyu.nuk-	cause to fray	vt.	RC-DOC	1977	Chepang	
5119	483832	pyu.luŋ.syut	person with small thighs	adjn.	RC-DOC	1977	Chepang	
5120	483833	pyuk-	withdraw, slide out (from sheath), unsheath	vt.	RC-DOC	1977	Chepang	
5121	483834	pyuŋ-	slip out from bundle, come out (one object), pull out hair ribbon	vit.	RC-DOC	1977	Chepang	
5122	483835	pyuŋ.luk	come out of hiding	onom.	RC-DOC	1977	Chepang	
5123	483836	pyur	bulge, swelling, bulges of waist, mouth	n.	RC-DOC	1977	Chepang	
5124	483837	pyo-	stretch out hand	vt.	RC-DOC	1977	Chepang	
5125	483838	pyo.roŋ.go	basket (sp.), close woven, made of bamboo strips, for keeping or drying fish	n.	RC-DOC	1977	Chepang	
5126	483839	pyo.lo.lo	trotting along (of medium sized animal)	onom.	RC-DOC	1977	Chepang	
5127	483840	pyot tak.koŋ	blow of chopper	onom.	RC-DOC	1977	Chepang	
5128	483841	prə-	push out, be stretched (much) sides (of netbag, container)	vat.	RC-DOC	1977	Chepang	
5129	483842	prə-	break (pot) (B)	vi.	RC-DOC	1977	Chepang	
5130	483843	prəʔ-	cook grain food mixed with vegetables	vt.	RC-DOC	1977	Chepang	
5131	483844	prək	noise made when alarmed	onom.	RC-DOC	1977	Chepang	
5132	483845	prəkəʔ-	open abdomen, gut animal	vt.	RC-DOC	1977	Chepang	
5133	483846	prəŋh-	open (of old wound), tear at joint	vai.	RC-DOC	1977	Chepang	
5134	483847	prənʔ-	curse someone	vt.	RC-DOC	1977	Chepang	
5135	483848	prənʔ.baŋ	curse, esp. of serious nature	n.	RC-DOC	1977	Chepang	
5136	483849	prənh-	come apart at seams, break (at bond)	vai.	RC-DOC	1977	Chepang	
5137	483850	prəp-	cheerful, in good spirits, unafraid	vr.	RC-DOC	1977	Chepang	
5138	483851	hluŋ prəp-	cheerful, in good spirits, unafraid	vr.	RC-DOC	1977	Chepang	
5139	483852	prəy-	clap? (B)	vt.	RC-DOC	1977	Chepang	
5140	483853	prəyh-	flap limb, move or perform with fingers, swim, play flute	vi.	RC-DOC	1977	Chepang	
5141	483854	le.ʔi prəyh-	give tongue, speak	vi.	RC-DOC	1977	Chepang	
5142	483855	prəyh.ma.diŋ	spirit (sp.) which loosens person's tongue (enabling him to speak)	nn.	RC-DOC	1977	Chepang	
5143	483856	prəwəʔ-	blink away tears	vt.	RC-DOC	1977	Chepang	
5144	483857	prəwʔ	poor wretched person (abuse), slave (arch.)	n.	RC-DOC	1977	Chepang	
5145	483858	prəs	partial, incomplete, approximately, unhurried	adv.	RC-DOC	1977	Chepang	
5146	483859	pra.ta.ta	crackling of something in fire (eg. heated salt)	onom.	RC-DOC	1977	Chepang	
5147	483860	pra-	stretch sides (bag, etc.)	vt.	RC-DOC	1977	Chepang	
5148	483861	pra.cin	very hard (rock?)	onom.	RC-DOC	1977	Chepang	
5149	483862	praʔ-	mix varieties or foods (for cooking, etc.)	vt.	RC-DOC	1977	Chepang	
5150	483863	prak.prak pruk.pruk	do painfully?	onom.	RC-DOC	1977	Chepang	
5151	483864	prat-	in physical distress (from hunger, thirst), be starving; stricken, collapsing, helpless from sickness, etc., be hysterical	va.	RC-DOC	1977	Chepang	
5152	483865	prat-	break rope (B)	vi.	RC-DOC	1977	Chepang	
5153	483866	pranh-	come apart at seams, break (bond, joint)	vai.	RC-DOC	1977	Chepang	
5154	483867	pranh-	release, rescue (from captor)	vt.	RC-DOC	1977	Chepang	
5155	483868	pranh.pranh	throb, stab (pain)	onom.	RC-DOC	1977	Chepang	
5156	483869	prayʔ	close, dense	onom.	RC-DOC	1977	Chepang	
5157	483870	prayk-	break off portion with twist (esp. soft food)	vt.	RC-DOC	1977	Chepang	
5158	483871	prayŋ-	open at joint, split open pod	vt.	RC-DOC	1977	Chepang	
5159	483872	prayh-	push off (corn grains) with thumb	vt.	RC-DOC	1977	Chepang	
5160	483873	pras-	be mixed varieties, colours, etc.	va.	RC-DOC	1977	Chepang	
5161	483874	prah-	separated or severed completely at joint or connection	vat.	RC-DOC	1977	Chepang	
5162	483875	prah.sayʔ	fruit (sp.), edible, of prah.si	n.	RC-DOC	1977	Chepang	
5163	483876	prah.si	tree (sp.), small, parasitic, with white-skinned edible fruit	n.	RC-DOC	1977	Chepang	
5164	483877	pri	sneezing (of Langur)	onom.	RC-DOC	1977	Chepang	
5165	483878	pri-	sing (Whistling Thrush)	vi.	RC-DOC	1977	Chepang	
5166	483879	pri.gi.rik	many small holes (in gum)	onom.	RC-DOC	1977	Chepang	
5167	483880	pri.cin-	pricking (limb), with pins and needles	vat.	RC-DOC	1977	Chepang	
5168	483881	pri.gi.rik	many small holes (in gum)	onom.	RC-DOC	1977	Chepang	
5169	483882	pri.cini	many (small fruit)	onom.	RC-DOC	1977	Chepang	
5170	483883	pri.ma	dawn, before sunrise	nt.	RC-DOC	1977	Chepang	
5171	483884	priʔ-	plant, implant (e.g. child at conception)	vt.	RC-DOC	1977	Chepang	
5172	483885	priʔ.ma.diŋ	spirit (sp.), initiating growth	nn.	RC-DOC	1977	Chepang	
5173	483886	priŋʔ-	flicker, blink (light, eye), wink	vi.	RC-DOC	1977	Chepang	
5174	483887	tiʔ priŋʔ-	ripple, be wavy, patterned (moving water)	vi.	RC-DOC	1977	Chepang	
5175	483888	prit-	call of bird (Sharp-tailed Munia)	vi.	RC-DOC	1977	Chepang	
5176	483889	prin-	pick at food, take pinch	vt.	RC-DOC	1977	Chepang	
5177	483890	prip-	happy, contented with occupation	vr.	RC-DOC	1977	Chepang	
5178	483891	primʔ	young corncob	adjn.	RC-DOC	1977	Chepang	
5179	483892	priwi-	bulging, rippling movement (as eyes under lids)	vi.	RC-DOC	1977	Chepang	
5180	483893	priwiʔ-	blink away tears	vt.	RC-DOC	1977	Chepang	
5181	483894	prih.si	tree (sp.), large highland, with narrow leaves	n.	RC-DOC	1977	Chepang	
5182	483895	pru-	drive down birds (into net) by noise, throwing stones; save, rescue (prey from predator, etc.) by shouting	vt.	RC-DOC	1977	Chepang	
5183	483896	pruk-	pluck at (person, etc.), pluck out (weeds, plants, etc.)	vt.	RC-DOC	1977	Chepang	
5184	483897	prukuʔ-	be plucking out (weeds, plants, etc.)	vt.	RC-DOC	1977	Chepang	
5185	483898	pruŋ.hu	large-eyed, clear-eyed	onom.	RC-DOC	1977	Chepang	
5186	483899	prutu-	spatter with rain	vi.	RC-DOC	1977	Chepang	
5187	483900	prunh-	rub eyes with fist (when waking, etc.)	vt1.	RC-DOC	1977	Chepang	
5188	483901	prunh-	grab, snatch at (bear), pull hair, cause sharp pain (ext.)	vt2.	RC-DOC	1977	Chepang	
5189	483902	hluŋ prunh-	gnaw (hunger pains)	va.	RC-DOC	1977	Chepang	
5190	483903	prup-	happy, pleased, content (with situation)	vr.	RC-DOC	1977	Chepang	
5191	483904	pruyk-	break with a twist of fingers, esp. at a natural joint (twigs, etc.), pinch and twist to break off (vegetables, etc.)	vt.	RC-DOC	1977	Chepang	
5192	483905	pruykuʔ-	be breaking off with a twist (twigs, etc.), pinch and twist to break off (vegetables, etc.)	vt.	RC-DOC	1977	Chepang	
5193	483906	pruwh-	kept safe, be preserved, blessed (with long life)	vi.	RC-DOC	1977	Chepang	
5194	483907	pruh-	rescue prey by shouting	vi.	RC-DOC	1977	Chepang	
5195	483908	pre-	stretch, bulge, push out sides (somewhat)	vat.	RC-DOC	1977	Chepang	
5196	483909	preʔ-	plant, implant, transplant	vt.	RC-DOC	1977	Chepang	
5197	483910	prek-	cleave, divide down centre (fish, bird, etc.), at natural boundary	vt.	RC-DOC	1977	Chepang	
5198	483911	prekeʔ-	slit and pull open (belly, to gut)	vt.	RC-DOC	1977	Chepang	
5199	483912	preŋ-	split open (pod) of itself	vi.	RC-DOC	1977	Chepang	
5200	483913	preŋ.sayʔ	grass (sp.), fine seed, leaves, split skin	n.	RC-DOC	1977	Chepang	
5201	483914	preŋʔ	ant (sp.), black, biting	n.	RC-DOC	1977	Chepang	
5202	483915	preŋʔ-	split open (pod)	vt.	RC-DOC	1977	Chepang	
5203	483916	pren-	pick at (food), pinch (person)	vt.	RC-DOC	1977	Chepang	
5204	483917	preh-	enhanced (flavour by eating with raw chilli), be spiced, savour food	va.	RC-DOC	1977	Chepang	
5205	483918	pro-	burst apart, collapse (cause to); destroy evil spirit's dwelling by rockfall (ch.)	vt.	RC-DOC	1977	Chepang	
5206	483919	pro.ti noʔ-	tell everything, not keep anything back	vt.	RC-DOC	1977	Chepang	
5207	483920	proʔ-	mix together (esp. grain and vegetables, when cooking)	vt.	RC-DOC	1977	Chepang	
5208	483921	prok.sayʔ	grass (sp.), tall, with coarse leaves and seed	n.	RC-DOC	1977	Chepang	
5209	483922	prot-	stricken, in distress, be in an awkward situation	va.	RC-DOC	1977	Chepang	
5210	483923	prot-	able to give back, return in full	va.	RC-DOC	1977	Chepang	
5211	483924	prop	lungs (B)	n.	RC-DOC	1977	Chepang	
5212	483925	prop-	roast by stirring in hot ashes (corn, meat), or holding in flame	vt.	RC-DOC	1977	Chepang	
5213	483926	propo-	about to fall (rain)	va.	RC-DOC	1977	Chepang	
5214	483927	propoʔ-	stir in hot ashes, roast	vt.	RC-DOC	1977	Chepang	
5215	483928	pros	equally mixed	onom.	RC-DOC	1977	Chepang	
5216	483929	pros-	evenly mixed (varieties, colours, sexes, etc.)	va.	RC-DOC	1977	Chepang	
5217	483930	pros-	open hand	vi.	RC-DOC	1977	Chepang	
5218	483931	proh.tayk-	clap hands	vi.	RC-DOC	1977	Chepang	
5219	483932	prya-	drive goats	vt.	RC-DOC	1977	Chepang	
5220	483933	pryak	slap	n1.	RC-DOC	1977	Chepang	
5221	483934	pryak	half (natural) of divided object (pod, seed, bird, etc.)	nb2.	RC-DOC	1977	Chepang	
5222	483935	pryak-	separate (halves, bond)	vat.	RC-DOC	1977	Chepang	
5223	483936	pryaŋ-	open at joint, open eyes	vt.	RC-DOC	1977	Chepang	
5224	483937	pryanʔ.cik	pockmark (smaller)	n.	RC-DOC	1977	Chepang	
5225	483938	pryut-	snort (frightened goat)	vi.	RC-DOC	1977	Chepang	
5226	483939	pryuykuʔ-	break off (twigs, small branches)	vi.	RC-DOC	1977	Chepang	
5227	483940	pryus-	drive down (birds) into net, by shouting or throwing stones	vt.	RC-DOC	1977	Chepang	
5228	483941	pryoy-	chop roots (to remove stump); sever connections (esp. spirit's connections in underworld)	vt.	RC-DOC	1977	Chepang	
5229	483942	pləkəʔ-	divide up, cut into smaller pieces, redivide	vt.	RC-DOC	1977	Chepang	
5230	483943	plət-	appear out of covering, push back (foreskin)	vt.	RC-DOC	1977	Chepang	
5231	483944	pləp-	narrow one's eyes, look disdainfully	vi.	RC-DOC	1977	Chepang	
5232	483945	pləy	four	nm.	RC-DOC	1977	Chepang	
5233	483946	pləy.jyoʔ	four	nm.	RC-DOC	1977	Chepang	
5234	483947	pləw-	inverted, tipped over	va.	RC-DOC	1977	Chepang	
5235	483948	hluŋ pləw-	feel nauseated, gag at	va.	RC-DOC	1977	Chepang	
5236	483949	pləwʔ-	invert, tip over	vt.	RC-DOC	1977	Chepang	
5237	483950	mayʔ pləwʔ-	have disease where flesh is twisted (cholera?)	vi.	RC-DOC	1977	Chepang	
5238	483951	hluŋ pləwʔ-	not communicative	va.	RC-DOC	1977	Chepang	
5239	483952	pləs-	lack foreskin, be circumcised	va.	RC-DOC	1977	Chepang	
5240	483953	pla-	fall flat on face, back	vi.	RC-DOC	1977	Chepang	
5241	483954	plak-	halve lengthwise, cleave (bones)	vt.	RC-DOC	1977	Chepang	
5242	483955	plaŋ-	glance off, rebound (axe); bring up subject again (esp. dispute) (ext.)	vi.	RC-DOC	1977	Chepang	
5243	483956	plaŋ.si	tree (sp.), tall, with white star-shaped flowers, Duabanga grandiflora?	n.	RC-DOC	1977	Chepang	
5244	483957	plaŋʔ-	bring up subject again (esp. dispute) (ext.)	vi.	RC-DOC	1977	Chepang	
5245	483958	plaŋh-	glance off, rebound (axe); (ext.)	vi.	RC-DOC	1977	Chepang	
5246	483959	plat	falling, slipping	onom.	RC-DOC	1977	Chepang	
5247	483960	plat-	useless, foolish, bad, mess up	va.	RC-DOC	1977	Chepang	
5248	483961	playk-	cross ridge, pass over top, pass limit	vi.	RC-DOC	1977	Chepang	
5249	483962	playŋ-	rebound, fail to penetrate (axe, etc.)	vi.	RC-DOC	1977	Chepang	
5250	483963	plas-	lack foreskin, be circumcised	va.	RC-DOC	1977	Chepang	
5251	483964	plah-	fall flat (on back), fall with splash, toss over onto back	vit.	RC-DOC	1977	Chepang	
5252	483965	pli-	green, blue	va.	RC-DOC	1977	Chepang	
5253	483966	pli.jhəyŋ	very green	adj.	RC-DOC	1977	Chepang	
5254	483967	pli.ma.rit	deep dark green	onom.	RC-DOC	1977	Chepang	
5255	483968	pli.layŋ	very green	onom.	RC-DOC	1977	Chepang	
5256	483969	pli.si	tree (sp.), large, with fine, very green leaves	n.	RC-DOC	1977	Chepang	
5257	483970	plikiʔ-	chop into halves (small)	vt.	RC-DOC	1977	Chepang	
5258	483971	pliŋ	smell (sp.) of old rotting leaves (esp. at base of jə.lu.ka)	adjn.	RC-DOC	1977	Chepang	
5259	483972	pliŋh-	flash, shine brightly	vai.	RC-DOC	1977	Chepang	
5260	483973	tiʔ pliŋh-	sparkle (water)	va.	RC-DOC	1977	Chepang	
5261	483974	nyam pliŋh-	flash (lightning)	vi.	RC-DOC	1977	Chepang	
5262	483975	pliti.nik	green (of growth)	onom.	RC-DOC	1977	Chepang	
5263	483976	pliwi	deep green	onom.	RC-DOC	1977	Chepang	
5264	483977	plis-	open somewhat at end, begin to emerge (bud)	va.	RC-DOC	1977	Chepang	
5265	483978	plu-	fall out, come out by roots, come out from roots (hair, grass, etc.)	vi.	RC-DOC	1977	Chepang	
5266	483979	pluk.cyuŋ	plopping (of frog, etc.)	onom.	RC-DOC	1977	Chepang	
5267	483980	plut-	begin to open (bud, etc.)	vi.	RC-DOC	1977	Chepang	
5268	483981	pluyk-	turn inside out, roll back (sleeve, meat off bone, etc.)	vt.	RC-DOC	1977	Chepang	
5269	483982	plus-	begin to open (bud), partly open	va.	RC-DOC	1977	Chepang	
5270	483983	ple-	obtuse angled, do splits, flattened	vi.	RC-DOC	1977	Chepang	
5271	483984	plek	thigh, upper leg	n.	RC-DOC	1977	Chepang	
5272	483985	plekeʔ-	castrate by removing testes; cut into quarters	vt.	RC-DOC	1977	Chepang	
5273	483986	plek.ghak	crutch, groin	n.	RC-DOC	1977	Chepang	
5274	483987	plek.tayk.nyamʔ	grasshopper (sp.), clicks legs as it jumps, killed by fire at night	n.	RC-DOC	1977	Chepang	
5275	483988	plek.yo.liŋ	femur	n.	RC-DOC	1977	Chepang	
5276	483989	pleŋ-	glance off (arrow)	vi.	RC-DOC	1977	Chepang	
5277	483990	pleŋh-	clear off path, be blown off (begin to - leaves, branches)	vi.	RC-DOC	1977	Chepang	
5278	483991	plet-	transplant, transfer (plants)	vt.	RC-DOC	1977	Chepang	
5279	483992	plet-	act foolishly, crudely	vi.	RC-DOC	1977	Chepang	
5280	483993	plet.tek-	uncover, expose oneself	vi.	RC-DOC	1977	Chepang	
5281	483994	plet.tek.ti chyanh-	shame someone by obscene exposure	vt.	RC-DOC	1977	Chepang	
5282	483995	plewh-	disappear (odour), cease smelling	va.	RC-DOC	1977	Chepang	
5283	483996	ples-	open somewhat at end, begin to emerge (bud)	va.	RC-DOC	1977	Chepang	
5284	483997	plot-	take turn, substitute	vt1.	RC-DOC	1977	Chepang	
5285	483998	plot-	do badly, mess up	vt2.	RC-DOC	1977	Chepang	
5286	483999	plop-	simmer, boil in closed container	vt.	RC-DOC	1977	Chepang	
5287	484000	plomʔ	grandson	nk.	RC-DOC	1977	Chepang	
5288	484001	plomʔ.da.ne	descendants (male)	nk.	RC-DOC	1977	Chepang	
5289	484002	plos-	open somewhat at end, begin to emerge (bud)	va.	RC-DOC	1977	Chepang	
5290	484003	plyəyʔ-	overflowing	va.	RC-DOC	1977	Chepang	
5291	484004	ʔoh plyəyʔ-	mature, well developed (esp. female)	va.	RC-DOC	1977	Chepang	
5292	484005	plyəw-	invert, tip up	vt.	RC-DOC	1977	Chepang	
5293	484006	plyəwh-	dissappear, vanish, be extinct	va.	RC-DOC	1977	Chepang	
5294	484007	plyat	leech, ground leech (B)	n.	RC-DOC	1977	Chepang	
5295	484008	plyukuʔ-	pull down, drag down (branches of tree)	vt.	RC-DOC	1977	Chepang	
5296	484009	plyut	narrowly escaping	onom.	RC-DOC	1977	Chepang	
5297	484010	plyut	plant (sp.), vine, legume-like leaves, used as vegetable	n.	RC-DOC	1977	Chepang	
5298	484011	sak.ʔa.plyut	plant (sp.), vine with irritating hairs on pod; Mucuna pruriens (or nigricans)	n.	RC-DOC	1977	Chepang	
5299	484012	plyut-	partly husked, hulled (grain, etc.)	va.	RC-DOC	1977	Chepang	
5300	484013	plyus-	begin to open, emerge (bud, etc.)	va.	RC-DOC	1977	Chepang	
5301	484014	coʔ plyus-	lose birth coat (vernix or amnion - newborn child)	va.	RC-DOC	1977	Chepang	
5302	484015	plyoh-	fall apart (begin to), disintegrate (decayed object), decline	vai.	RC-DOC	1977	Chepang	
