ID	DOCULECT	CONCEPT	IPA	TOKENS	NOTE	BORROWING	CHINESE	COGID	HANZI
14870	Tibetan_Written	the ice	ɦkhjags pa	ɦ kh j a g s _ p a	!			1959	
14871	Tibetan_Written	the ice	tɕhab rom	tɕh a b _ r o m				1957	
14872	Tibetan_Written	the fire	me	m e				1639	
14874	Tujia	the rope	ɣɯe³⁵la⁵⁵	ɣ ɯ e ³⁵ ◦ l a ⁵⁵				2359	
14879	Tibetan_Written	the mountain	la	l a				2117	
14888	Tibetan_Written	the lake	mtsho	m tsh o	!			1994	
14893	Tibetan_Written	the road	lam	l a m				2337	
14895	Tibetan_Written	the earth (soil)	sa	s a				1570	
14897	Tibetan_Written	the sand	bje ma	b j e _ m a				2386	
14898	Tibetan_Written	the dust	thal ba	th a l _ b a				1553	
14899	Tibetan_Written	the mud	ɦdam bag	ɦ d a m _ b a g	!			3060	
14904	Tibetan_Written	the forest	ɕiŋ nags	ɕ i ŋ _ n a g s	!			1703	
14915	Tibetan_Written	the salt	tshwa	tsh w a				2382	
14925	Tibetan_Written	the head	mgo	m g o	!			1821	
14926	Tibetan_Written	the hair (of the head)	skra	s k r a	!			1795	
14928	Naxi	hundred	ɕi³³	ɕ i ³³				3718	
14930	Tibetan_Written	the eye	mig	m i g				1591	
14932	Tibetan_Written	the ear	rna	r n a	!			1556	
14935	Tibetan_Written	the mouth	kha	kh a				2137	
14941	Tibetan_Written	the neck	ske	s k e	!			2176	
14942	Tibetan_Written	the neck	mdʑiŋ pa	m dʑ i ŋ _ p a	!			2176	
14943	Tibetan_Written	the shoulder	phrag -- pa	ph r a g ◦ p a				2473	
14947	Tibetan_Written	the breast (female)	ɦo snod	ɦ o _ s n o d				1410	
14953	Darang_Taraon	to learn	xiɯ⁵⁵dʑoŋ³⁵	x i ɯ ⁵⁵ ◦ dʑ o ŋ ³⁵		tib[sbʲoŋ]		3075	
14954	Tibetan_Written	the thigh	brla	b r l a	!			3082	
14955	Tibetan_Written	the knee	pus mo	p u s _ m o				1973	
14957	Tibetan_Written	the foot	rkaŋ pa	r k a ŋ _ p a	!			1693	
14967	Tibetan_Written	the nail (fingernail or claw)	sen mo	s e n _ m o				2146	
14973	Tibetan_Written	the skin	ɕa pags	ɕ a _ p a g s	!			2500	
14975	Jingpho	the sand	tsai³¹pʒu³¹	ts a i ³¹ ◦ p ʒ u ³¹	!			2387	
14979	Tibetan_Written	the blood	khrag	kh r a g				1382	
14981	Tibetan_Written	the bone	rus pa	r u s _ p a				1391	
14984	Tibetan_Written	the tooth (front)	so	s o				2800	
14986	Tibetan_Written	the tongue	ltɕe	l tɕ e	!			2794	
14987	Tibetan_Written	the lung	glo ba	g l o _ b a				3092	
14989	Tibetan_Written	the liver	mtɕin pa	m tɕ i n _ p a	!			2040	
14991	Tibetan_Written	the mountain	ri	r i				2118	
14998	Tibetan_Written	the child (young human)	phru gu	ph r u _ g u				3105	
14999	Tibetan_Written	the child (young human)	bjis pa	b j i s _ p a				3106	
15002	Tibetan_Written	the man (male human)	skjes pa	s k j e s _ p a	!			2059	
15007	Tujia	the nose	ən³⁵tɕhi⁵⁵	ə n ³⁵ ◦ tɕh i ⁵⁵				2203	
15014	Tibetan_Written	the river	tɕhu bo	tɕh u _ b o				2324	
15023	Tibetan_Written	the sea	rgja mtsho	r g j a _ m tsh o	!			3115	
15032	Tibetan_Written	the father	pha	ph a				1608	
15033	Tibetan_Written	the father	ʔ a pha	ʔ _ a _ ph a				1608	
15034	Tibetan_Written	the mother	ma	m a				2109	
15036	Tibetan_Written	the son	bu	b u				3135	
15047	Bai_Jianchuan	here	ɑ⁵⁵tɑ̱³³	ɑ ⁵⁵ ◦ t ɑ̱ ³³				1861	
15058	Tibetan_Written	the wife	zla bo	z l a _ b o				2936	
15064	Lisu	to sing	guɑ³³	g u ɑ ³³				2489	
15069	Tibetan_Written	the horn (keratinized skin)	rwa	r w a				1906	
15070	Tibetan_Written	the hoof	sug gʑi	s u g _ g ʑ i	!			3146	
15071	Tibetan_Written	the hoof	rmig pa	r m i g _ p a	!			3136	
15074	Tibetan_Written	the tail	rŋa ma	r ŋ a _ m a	!			2670	
15076	Tibetan_Written	the horse	rta	r t a	!			3150	
15092	Tibetan_Written	the pig	phag	ph a g				3156	
15093	Jingpho	red	khje³³	kh j e ³³				2294	
15094	Tibetan_Written	the dog	khji	kh j i				1511	
15102	Tibetan_Written	the forest	nags	n a g s	!			1703	
15104	Tibetan_Written	the feather	sgro	s g r o	!			1617	
15125	Tibetan_Written	the mouse or rat	bji ba	b j i _ b a				2276	
15128	Tibetan_Written	the wolf	spjaŋ khu	s p j a ŋ _ kh u	!			3161	
15129	Tibetan_Written	the fox	wa	w a				3170	
15130	Tibetan_Written	the bird	bja	b j a				1356	
15131	Tibetan_Written	the bird	bjeɦu	b j e ɦ u	!			1311	
15148	Tibetan_Written	the snake	sbrul	s b r u l	!			2553	
15150	Tibetan_Written	the frog	sbal ba	s b a l _ b a	!			3181	
15151	Tibetan_Written	the snow	kha ba	kh a _ b a				2562	
15152	Tibetan_Written	the fish	ȵa	ȵ a				1646	
15155	Tibetan_Written	the flea	ldʑi ba	l dʑ i _ b a	!			3191	
15156	Tibetan_Written	the louse	ɕig	ɕ i g				2053	
15163	Tibetan_Written	the spider	rgja ka ra	r g j a _ k a _ r a	!			2571	
15164	Tibetan_Written	the earthworm	ɦbu dmar	ɦ b u _ d m a r	!			3201	
15165	Tibetan_Written	the ant	grog ma	g r o g _ m a				3212	
15168	Tibetan_Written	the tree	ɕiŋ sdoŋ	ɕ i ŋ _ s d o ŋ	!			2806	
15169	Tibetan_Written	the tree	ɕiŋ phuŋ	ɕ i ŋ _ ph u ŋ				2806	
15171	Tibetan_Written	the branch	jal ga	j a l _ g a				1399	
15175	Tibetan_Written	the fruit	ɕiŋ tog	ɕ i ŋ _ t o g				1717	
15176	Tibetan_Written	the fruit	ɦbras bu	ɦ b r a s _ b u	!			1737	
15183	Tibetan_Written	the bamboo	smjug ma	s m j u g _ m a				3227	
15192	Tibetan_Written	the seed	son	s o n				2419	
15193	Tibetan_Written	the seed	sa bon	s a _ b o n				2419	
15196	Tibetan_Written	the wheat	gro	g r o				3237	
15197	Tibetan_Written	the barley (tibetan or highland)	nas	n a s				3247	
15209	Tibetan_Written	the grass	rtswa	r ts w a	!			1772	
15212	Tibetan_Written	the rice plant	ɦbras	ɦ b r a s	!			3255	
15213	Tibetan_Written	the meat	ɕa	ɕ a				2084	
15216	Tibetan_Written	the egg	sgo ŋa	s g o _ ŋ a	!			1580	
15218	Lisu	shy	ɕuɑ³³to³³	ɕ u ɑ ³³ ◦ t o ³³				2478	
15244	Tibetan_Written	the house	khaŋ pa	kh a ŋ _ p a				1917	
15248	Tibetan_Written	the nose	sna	s n a				2205	
15258	Tibetan_Written	the wood (material)	ɕiŋ	ɕ i ŋ				2974	
15272	Tibetan_Written	the lip (the lips)	mtɕhu	m tɕh u	!			3265	
15278	Darang_Taraon	the horn (keratinized skin)	ɹɑu⁵⁵	ɹ ɑ u ⁵⁵				1906	
15321	Tibetan_Written	the armpit	mtɕhan khuŋ	m tɕh a n _ kh u ŋ	!			3280	
15342	Tibetan_Written	the belly	grod pa	g r o d _ p a				1292	
15346	Tibetan_Written	the belly	gsus pa	g s u s _ p a	!			1291	
15347	Tibetan_Written	the sickle	zo ra	z o _ r a				3290	
15403	Tibetan_Written	the dream	rmi lam	r m i _ l a m	!			1517	
15407	Darang_Taraon	early	ɑ³¹nɑ⁵³	ɑ ³¹ ◦ n ɑ ⁵³				3311	
15408	Tibetan_Written	middle	dkjil	d k j i l	!			3315	
15409	Tibetan_Written	middle	dbus	d b u s	!			3328	
15410	Tibetan_Written	left	g -- jon	g ◦ j o n	! preinitial in Tibetan			2020	
15411	Tibetan_Written	right	g -- |jas	g ◦ j a s	! preinitial in Tibetan			2311	
15413	Tibetan_Written	outside	phji	ph j i				3331	
15414	Tibetan_Written	inside	naŋ	n a ŋ				3340	
15419	Tujia	the seed	ȵie⁵⁵lan⁵⁵	ȵ i e ⁵⁵ ◦ l a n ⁵⁵				2425	
15424	Tibetan_Written	above	jan tɕhad	j a n _ tɕh a d				1265	
15425	Tibetan_Written	below, under	man tɕhad	m a n _ tɕh a d				1298	
15427	Tibetan_Written	today	de riŋ	d e _ r i ŋ				3351	
15428	Tibetan_Written	yesterday	kha saŋ	kh a _ s a ŋ				3369	
15429	Tibetan_Written	tomorrow	saŋ ȵin	s a ŋ _ ȵ i n				3376	
15432	Tibetan_Written	noon	ȵin dgoŋ	ȵ i n _ d g o ŋ	!			3386	
15434	Jingpho	the thunder	muʔ⁵⁵	m u ʔ ⁵⁵				2778	
15439	Lisu	the lake	e̱³³lu³¹be³³	e̱ ³³ ◦ l u ³¹ ◦ b e ³³				1995	
15453	Pumi_Lanping	the snow	fpy⁵⁵	f p y ⁵⁵	!			2560	
15458	Tibetan_Written	one	gtɕig	g tɕ i g	!			2220	
15460	Tibetan_Written	three	gsum	g s u m	!			2762	
15461	Tibetan_Written	four	bʑi	b ʑ i	!			1712	
15462	Tibetan_Written	five	lŋa	l ŋ a	!			1647	
15463	Tibetan_Written	six	drug	d r u g				2497	
15464	Tibetan_Written	seven	bdun	b d u n	!			2428	
15465	Tibetan_Written	eight	brgjad	b r g j a d	!			1588	
15466	Tibetan_Written	nine	dgu	d g u	!			2199	
15467	Tibetan_Written	ten	btɕu	b tɕ u	!			2674	
15475	Lisu	to run	tɯ³⁵	t ɯ ³⁵				3406	
15476	Tibetan_Written	hundred	brgja	b r g j a	!			3718	
15499	Tujia	to hold	khɯ⁵⁵tshi²¹	kh ɯ ⁵⁵ ◦ tsh i ²¹				1895	
15533	Bai_Jianchuan	the ice	so⁵⁵lo̱³³phia⁵⁵	s o ⁵⁵ ◦ l o̱ ³³ ◦ ph i a ⁵⁵				1961	
15535	Tibetan_Written	the heart	sȵiŋ	s ȵ i ŋ				1846	
15539	Tibetan_Written	I [first person singular]	ŋa	ŋ a				1955	
15540	Tibetan_Written	I [first person singular]	bdag	b d a g	!			3932	
15541	Tibetan_Written	we [first person plural inclusive]	ŋa tsho	ŋ a _ tsh o				2854	
15542	Tibetan_Written	we [first person plural inclusive]	bdag tɕag	b ◦ d a g _ tɕ a g				2855	
15545	Lisu	the child (young human)	zɑ̱³¹ne̱³³zɑ̱³¹	z ɑ̱ ³¹ ◦ n e̱ ³³ ◦ z ɑ̱ ³¹				3101	
15546	Tibetan_Written	he or she [third person singular]	kho	kh o				1809	
15550	Tibetan_Written	this	ɦdi	ɦ d i	!			2749	
15551	Tibetan_Written	here	ɦdir	ɦ d i r	!			1872	
15553	Tibetan_Written	that	de	d e				2690	
15554	Tibetan_Written	there	der	d e r				2704	
15556	Tibetan_Written	who	su	s u				2915	
15557	Tibetan_Written	what	gaŋ	g a ŋ				2878	
15558	Tibetan_Written	what	tɕi	tɕ i				2876	
15559	Tibetan_Written	where	gaŋ du	g a ŋ _ d u				2891	
15560	Tibetan_Written	where	gar	g a r				2891	
15565	Tibetan_Written	all	mthaɦ dag	m th a ɦ _ d a g				1271	
15566	Tibetan_Written	all	thams tɕad	th a m s _ tɕ a d				3682	
15568	Tibetan_Written	big	tɕhen po	tɕh e n _ p o				1302	
15569	Tibetan_Written	small	tɕhuŋ ŋu	tɕh u ŋ _ ŋ u				2525	
15574	Tibetan_Written	high / tall	mthon po	m th o n _ p o	!			3408	
15578	Tibetan_Written	long	riŋ po	r i ŋ _ p o				2043	
15579	Tibetan_Written	short	thuŋ ŋu	th u ŋ _ ŋ u				2456	
15580	Tibetan_Written	far	thag riŋ po	th a g _ r i ŋ _ p o				1600	
15581	Tibetan_Written	near	thag ȵe po	th a g _ ȵ e _ p o				2168	
15582	Bokar	late	pi mu	p i _ m u		tib[pʰʲi.ma]		3418	
15583	Tibetan_Written	narrow	go dogs po	g o _ d o g s _ p o	!			2161	
15585	Tibetan_Written	thick	ɦthug po	ɦ th u g _ p o	!			2714	
15588	Tibetan_Written	full	gaŋ ba	g a ŋ _ b a				1729	
15590	Tibetan_Written	many	maŋ po	m a ŋ _ p o				2072	
15593	Tibetan_Written	round	sgor sgor	s g o r _ s g o r	!			2365	
15599	Tibetan_Written	horizontal	ɦphred	ɦ ph r e d	!			3439	
15601	Tibetan_Written	straight	draŋ po	d r a ŋ _ p o				2643	
15602	Tibetan_Written	straight	bɕan po	b ɕ a n _ p o	!			2650	
15604	Tibetan_Written	black	nag po	n a g _ p o				1374	
15605	Tibetan_Written	white	dkar po	d ◦ k a r _ p o				2909	
15606	Tibetan_Written	red	dmar po	d m a r _ p o				2296	
15607	Tibetan_Written	yellow	ser po	s e r _ p o				2998	
15608	Tibetan_Written	green	ldʑaŋ khu	l dʑ a ŋ _ kh u	!			1779	
15611	Tibetan_Written	dark	mun nag	m u n _ n a g				3451	
15612	Tibetan_Written	heavy	ldʑid po	l dʑ i d _ p o	!			1855	
15613	Tibetan_Written	light (of weight)	jaŋs po	j a ŋ s _ p o	!			3456	
15615	Tibetan_Written	early	sŋa	s ŋ a				3306	
15616	Tibetan_Written	late	phji	ph j i				3418	
15617	Tibetan_Written	sharp	rno	r n o	!			2433	
15622	Tibetan_Written	dry	skam po	s k a m _ p o				1528	
15625	Lisu	salty	khuɑ³¹	kh u ɑ ³¹				3464	
15627	Tibetan_Written	hard	sra mo	s r a _ m o				3482	
15628	Tibetan_Written	hard	mkhregs po	m kh r e g s _ p o	!			3481	
15631	Tibetan_Written	smooth	ɦdʑam po	ɦ dʑ a m _ p o	!			2548	
15636	Tibetan_Written	correct (right)	ɦgrig	ɦ g r i g				1461	
15642	Tibetan_Written	good	legs pa	l e g s _ p a	!			1761	
15643	Tibetan_Written	good	jag po	j a g _ p o				1760	
15644	Tibetan_Written	bad	ŋan pa	ŋ a n _ p a				1277	
15647	Tibetan_Written	old (of person)	rgas po	r g a s _ p o	!			2208	
15648	Tibetan_Written	young	lo tɕhuŋ	l o _ tɕh u ŋ				3851	
15650	Tibetan_Written	hot	tsha po	tsh a _ p o				3488	
15651	Tibetan_Written	hot	tsha gdug	tsh a _ g d u g	!			3488	
15652	Tibetan_Written	cold (of temperature)	graŋ mo	g r a ŋ _ m o				1441	
15658	Tibetan_Written	salty	tshwa khu	tsh w a _ kh u				3465	
15665	Tibetan_Written	dirty	btsog pa	b ts o g _ p a				1503	
15675	Bokar	the bone	loŋ poŋ	l o ŋ _ p o ŋ				1392	
15677	Bokar	the heart	ɦoŋ puk	ɦ o ŋ _ p u k				1850	
15682	Bokar	to spit	tɕu raŋ	tɕ u _ r a ŋ				2586	
15691	Daofu	we [first person plural inclusive]	ŋa ji	ŋ a _ j i				2856	
15697	Tibetan_Written	the woman	bud med	b u d _ m e d				2966	
15701	Tujia	new	a³⁵si⁵⁵	a ³⁵ ◦ s i ⁵⁵				2192	
15703	Lisu	to come	lɑ³³	l ɑ ³³	doubtful			1452	
15708	Tibetan_Written	to wipe	ɦphjid	ɦ ph j i d	!			3499	
15711	Tibetan_Written	to hide (conceal)	skuŋ	s k u ŋ	!			1877	
15722	Tibetan_Written	to sing	(gʑas) gtoŋ	g ʑ a s _ g t o ŋ	!			2486	
15731	Tibetan_Written	to eat	za	z a				1574	
15738	Daofu	the nail (fingernail or claw)	ldzə	l dz ə	!			2147	
15760	Tibetan_Written	to hunt	khji ra rgjag	kh j i _ r a _ r g j a g	!			1925	
15772	Daofu	he or she [third person singular]	thə	th ə				1810	
15868	Daofu	the tongue	vɮɛ	v ɮ ɛ				2794	
15875	Tibetan_Written	shy	ŋo tsha	ŋ o _ tsh a				2475	
15881	Bokar	the sickle	ɕo rə	ɕ o _ r ə				3296	
15883	Bokar	far	aː◦to	aː t o	!			1595	
15884	Daofu	the lung	ʂtse	ʂ ts e	!			3095	
15886	Daofu	the heart	zjar	z j a r				1851	
15895	Jingpho	today	tai³¹ni⁵⁵	t a i ³¹ ◦ n i ⁵⁵				3359	
15912	Tibetan_Written	to chew	mur	m u r				1425	
15929	Tibetan_Written	to reside (live)	gnas ɦtɕhaɦ	g n a s _ ɦ tɕh a ɦ	!			2302	
15939	Tibetan_Written	to see	mthoŋ	m th o ŋ	!			2408	
15943	Tibetan_Written	the mother	ʔa ma	ʔ a _ m a				2109	
15952	Tibetan_Written	to come	joŋ	j o ŋ				1449	
15953	Tibetan_Written	to come	ɕog	ɕ o g				1458	
15957	Tibetan_Written	the daughter	bu mo	b u _ m o				3513	
15961	Bai_Jianchuan	above	mə⁵⁵tõ³³	m ə ⁵⁵ ◦ t õ ∼ ³³		Ch		1184	
15966	Bai_Jianchuan	below, under	mə⁵⁵ɣa³³	m ə ⁵⁵ ◦ ɣ a ³³		ch		130	
15973	Tibetan_Written	to buy	ȵo	ȵ o				1421	
15977	Tujia	the blood	mie⁵³	m i e ⁵³				1233	
15987	Tibetan_Written	to vomit	skjug	s k j u g	!			2821	
15993	Tibetan_Written	to run	rgjugs	r g j u g s	!			3398	
15998	Tibetan_Written	to float	ldiŋ	l d i ŋ	!			1659	
16006	Tibetan_Written	to pull	ɦkhrid	ɦ kh r i d	!			2254	
16007	Tibetan_Written	the water	tɕhu	tɕh u				2846	
16009	Lisu	to pull	si̱³³	s i̱ ³³				2247	
16012	Tibetan_Written	to marry (a man marries a woman)	(mnaɦ ma) len	m n a ɦ _ m a _ l e n	!			3521	
16021	Tibetan_Written	to knead	rdzi	r dz i	!			3543	
16026	Tibetan_Written	to kill	gsod	g s o d	!			1966	
16046	Bokar	to hold	gok bom	g o k _ b o m				1893	
16052	Tibetan_Written	to count	bgraŋ	b g r a ŋ	!			1473	
16056	Tibetan_Written	to sleep	ȵal	ȵ a l				2518	
16060	Tibetan_Written	the husband	zla bo	z l a _ b o				1944	
16061	Tibetan_Written	to die	ɕi	ɕ i				1486	
16065	Tibetan_Written	the husband	skjes pa	s k j e s _ p a	!			1945	
16069	Tibetan_Written	to lie down	ȵal	ȵ a l				2030	
16083	Lisu	the mosquito	ȵɛ⁵⁵mɑ̱³³	ȵ ɛ ⁵⁵ ◦ m ɑ̱ ³³				2106	
16086	Tibetan_Written	to hear	tshor	tsh o r				1841	
16092	Tibetan_Written	to push	ɦbud kjag rgjag	ɦ b u d _ k j a g _ r g j a g	!			2260	
16098	Tibetan_Written	to dig	rko	r k o	!			1492	
16100	Lisu	to knead	pu³⁵	p u ³⁵				3541	
16102	Tibetan_Written	to forget	brdʑed	b r dʑ e d	!			3548	
16104	Tibetan_Written	to smell (perceive odor) [transitive]	snom	s n o m				2533	
16105	Tibetan_Written	to hold	ɦdzin	ɦ dz i n	!			1890	
16106	Tibetan_Written	to hold	zin	z i n				1890	
16110	Pumi_Lanping	the leaf	sɐ¹³fpɑ⁵⁵	s ɐ ¹³ ◦ f p ɑ ⁵⁵	!			2010	
16114	Tibetan_Written	to think (reflect)	bsam	b s a m	!			2739	
16118	Jingpho	one	lă⁵⁵ŋai⁵¹	l ă ⁵⁵ ◦ ŋ a i ⁵¹				3729	
16121	Tibetan_Written	to blow (of wind)	ɦphjid	ɦ ph j i d	!			1384	
16123	Jingpho	two	lă⁵⁵khoŋ⁵¹	l ă ⁵⁵ ◦ kh o ŋ ⁵¹				2818	
16125	Tibetan_Written	to learn	sbjaŋ	s b j a ŋ	!			3075	
16126	Tibetan_Written	to learn	slob sbjoŋ bjed	s l o b _ s b j o ŋ _ b j e d	!			3074	
16146	Jingpho	eight	mă³¹|tsa̱t⁵⁵	m ă ³¹ ◦ ts a̱ t ⁵⁵	!			1588	
16151	Tibetan_Written	the body hair (hair or fur)	spu	s p u	!			3556	
16153	Jingpho	ten	ʃi³³	ʃ i ³³				2676	
16158	Tibetan_Written	the tail	gʑug gu	g ʑ u g _ g u	!			2669	
16162	Tibetan_Written	to know (something)	ɕes	ɕ e s				1981	
16163	Tibetan_Written	to know (something)	rtog	r t o g	!			1983	
16166	Daofu	what	a tɕhə	a _ tɕh ə		tib[tɕʰi		2876	
16172	Tibetan_Written	to walk	ɦgro	ɦ g r o	!			2834	
16173	Tibetan_Written	to walk	doŋ	d o ŋ				2835	
16199	Naxi	the blood	sæ³³	s æ ³³				1380	
16252	Naxi	middle	ly⁵⁵gv̩³³	l y ⁵⁵ ◦ g v̩ ³³				3326	
16324	Jingpho	the sky	lă³¹mu³¹	l ă ³¹ ◦ m u ³¹				2511	
16325	Jingpho	the sun	tʃan³³	tʃ a n ³³				2664	
16327	Jingpho	the moon	ʃă³³|ta̱³³	ʃ ă ³³ ◦ t a̱ ³³	!			2091	
16336	Jingpho	the hail	sin³³	s i n ³³				3023	
16337	Jingpho	the frost	khjen³³	kh j e n ³³				3041	
16338	Jingpho	the dew	num³¹ʒiʔ⁵⁵	n u m ³¹ ◦ ʒ i ʔ ⁵⁵				3047	
16339	Jingpho	the fog	sai³³wan³¹	s a i ³³ ◦ w a n ³¹				1688	
16340	Jingpho	the ice	khjen³³pa̱³³	kh j e n ³³ ◦ p a̱ ³³				1964	
16341	Jingpho	the fire	wan³¹	w a n ³¹				1640	
16342	Jingpho	the smoke	wan³¹khut³¹	w a n ³¹ ◦ kh u t ³¹				3802	
16343	Tibetan_Written	the tiger	stag	s t a g	!			3564	
16345	Jingpho	the mountain	pum³¹	p u m ³¹				2125	
16348	Jingpho	the river	khaʔ³¹	kh a ʔ ³¹				2329	
16349	Jingpho	the lake	noŋ⁵⁵	n o ŋ ⁵⁵				1996	
16350	Jingpho	the sea	pa̱ŋ³³lai³³	p a̱ ŋ ³³ ◦ l a i ³³				3123	
16353	Dulong	the earthworm	bɯ³¹dɑn⁵³	b ɯ ³¹ ◦ d ɑ n ⁵³				3199	
16354	Jingpho	the road	lam³³	l a m ³³				2337	
16356	Jingpho	the earth (soil)	ka⁵⁵	k a ⁵⁵				1563	
16360	Jingpho	the dust	num⁵⁵phu⁵¹	n u m ⁵⁵ ◦ ph u ⁵¹				1549	
16362	Jingpho	the water	khaʔ³¹	kh a ʔ ³¹				2852	
16363	Jingpho	the water	n³¹tsi̱n³³	n ³¹ ◦ ts i̱ n ³³				2851	
16364	Jingpho	the forest	mă³¹|liŋ³³	m ă ³¹ ◦ l i ŋ ³³	!			1708	
16368	Bokar	the mountain	o go	o _ g o				2122	
16371	Daofu	the wife	la ja	l a _ j a				2931	
16373	Jingpho	the salt	tʃum³¹	tʃ u m ³¹				2383	
16375	Daofu	the wife	vu da	v u _ d a				2933	
16381	Lisu	to lie down	do³¹lɑ⁵⁵	d o ³¹ ◦ l ɑ ⁵⁵				2034	
16384	Jingpho	the head	po³³	p o ³³				1824	
16385	Jingpho	the hair (of the head)	kɑ̱̆⁵⁵|ʒa⁵⁵	k ɑ̱̆ ⁵⁵ ◦ ʒ a ⁵⁵	!			1801	
16387	Jingpho	the eye	mjiʔ³¹	m j i ʔ ³¹				1591	
16388	Jingpho	the nose	lă⁵⁵ti⁵¹	l ă ⁵⁵ ◦ t i ⁵¹				2206	
16389	Jingpho	the ear	na³³	n a ³³				1556	
16390	Bokar	near	nə tɕe	n ə _ tɕ e				2169	
16391	Jingpho	the mouth	n³¹|kup³¹	n ³¹ ◦ k u p ³¹	!			2140	
16392	Jingpho	the lip (the lips)	n³¹te̱n³³	n ³¹ ◦ t e̱ n ³³				3715	
16396	Jingpho	the shoulder	kă³¹phaʔ³¹	k ă ³¹ ◦ ph a ʔ ³¹				2473	
16400	Jingpho	the breast (female)	tʃu̱ʔ⁵⁵kă³¹paŋ³³	tʃ u̱ ʔ ⁵⁵ ◦ k ă ³¹ ◦ p a ŋ ³³	!			1413	
16402	Jingpho	the belly	ka̱n³³	k a̱ n ³³				1295	
16404	Jingpho	the thigh	mă³¹kji³³	m ă ³¹ ◦ k j i ³³				3087	
16405	Jingpho	the knee	lă³¹phut³¹	l ă ³¹ ◦ ph u t ³¹				1973	
16407	Jingpho	the foot	lă³¹ko³³	l ă ³¹ ◦ k o ³³				1697	
16410	Jingpho	the hand	ta̱ʔ⁵⁵	t a̱ ʔ ⁵⁵				1802	
16412	Jingpho	the snow	kjo⁵⁵naʔ⁵⁵	k j o ⁵⁵ ◦ n a ʔ ⁵⁵				2567	
16422	Jingpho	the blood	sai³¹	s a i ³¹				1380	
16429	Jingpho	the tooth (front)	wa³³	w a ³³				2800	
16433	Jingpho	the lung	sin³¹wop⁵⁵	s i n ³¹ ◦ w o p ⁵⁵				3094	
16434	Jingpho	the heart	să³¹lum³³	s ă ³¹ ◦ l u m ³³				1849	
16435	Jingpho	the liver	sin³¹tʃaʔ³¹	s i n ³¹ ◦ tʃ a ʔ ³¹				2040	
16446	Tujia	to knead	tsa³⁵	ts a ³⁵				3544	
16452	Tibetan_Written	soft	sȵi mo	s ȵ i _ m o				3578	
16454	Jingpho	the man (male human)	la³³	l a ³³				2062	
16455	Jingpho	the woman	num³³	n u m ³³				2970	
16492	Lisu	to steal	khu³¹	kh u ³¹				2611	
16497	Jingpho	the father	wa̱⁵¹	w a̱ ⁵¹				1608	
16498	Jingpho	the mother	nu̱⁵¹	n u̱ ⁵¹				2112	
16502	Jingpho	the daughter	num³³ʃa³¹	n u m ³³ ◦ ʃ a ³¹				3514	
16510	Tibetan_Written	the sparrow	bjeɦu	b j e ɦ u	!			3591	
16524	Jingpho	the husband	mă³¹tuʔ³¹wa³³	m ă ³¹ ◦ t u ʔ ³¹ ◦ w a ³³	wa33 is cognate but doe snot exhibit the meaning 'husband'			3773	
16525	Jingpho	the wife	mă³¹tuʔ³¹tʃan³³	m ă ³¹ ◦ t u ʔ ³¹ ◦ tʃ a n ³³				2939	
16527	Lisu	morning	nɛ̱³¹kuɑ³³	n ɛ̱ ³¹ ◦ k u ɑ ³³				3605	
16538	Jingpho	the body hair (hair or fur)	mun³³	m u n ³³				3557	
16540	Jingpho	the horse	kum³¹ʒa³¹	k u m ³¹ ◦ ʒ a ³¹				3152	
16545	Jingpho	the sheep	să⁵⁵ku⁵¹	s ă ⁵⁵ ◦ k u ⁵¹				3617	
16546	Jingpho	the goat	pai³¹nam³³	p a i ³¹ ◦ n a m ³³				3624	
16552	Jingpho	the pig	waʔ³¹	w a ʔ ³¹				3156	
16563	Jingpho	the wing	siŋ³¹ko̱³³	s i ŋ ³¹ ◦ k o̱ ³³				2962	
16564	Jingpho	the feather	u³¹mun³³	u ³¹ ◦ m u n ³³				1616	
16566	Jingpho	the tiger	ʒoŋ³¹pa³¹	ʒ o ŋ ³¹ ◦ p a ³¹				3572	
16568	Lisu	to play	kɑ³⁵	k ɑ ³⁵				2238	
16570	Jingpho	the otter	ʃă³¹|ʒam³³	ʃ ă ³¹ ◦ ʒ a m ³³	!			3632	
16571	Pumi_Lanping	long	ʂã⁵⁵	ʂ ã ∼ ⁵⁵				2043	
16572	Jingpho	the mouse or rat	ju⁵⁵	j u ⁵⁵				2276	
16574	Jingpho	the wolf	tʃa̱³³|khjon³³	tʃ a̱ ³³ ◦ kh j o n ³³	!			3166	
16575	Jingpho	the fox	ka⁵⁵kui³¹	k a ⁵⁵ ◦ k u i ³¹				3176	
16576	Jingpho	the bird	u³¹nam³¹tʃi³³	u ³¹ ◦ n a m ³¹ ◦ tʃ i ³³				1308	
16585	Jingpho	the sparrow	u³¹tsa̱³³	u ³¹ ◦ ts a̱ ³³				3595	
16592	Jingpho	the snake	lă³³pu̱³³	l ă ³³ ◦ p u̱ ³³				2552	
16593	Bai_Jianchuan	hot	ə²¹	ə ²¹				3487	
16594	Jingpho	the frog	ʃuʔ³¹	ʃ u ʔ ³¹				3189	
16596	Jingpho	the fish	ŋa⁵⁵	ŋ a ⁵⁵				1646	
16599	Jingpho	the louse	ʃă⁵⁵kʒa̱t⁵⁵	ʃ ă ⁵⁵ ◦ k ʒ a̱ t ⁵⁵	!			2055	
